,occurrences.order_name,occurrences.family_name,occurrences.parent_name,occurrences.genus_name,taxon,reg,,
342,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus chelydra,ruminantia,,
343,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus compressidens,ruminantia,,
344,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus elrodi,ruminantia,,
345,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus madisonius,ruminantia,,
346,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus magnus,ruminantia,,
347,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus matthewi,ruminantia,,
348,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus proprius,ruminantia,,
349,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus superbus,ruminantia,,
350,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycochoerus,Merycochoerus vantasselensis,ruminantia,,
351,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoides,Merycoides harrisonensis,ruminantia,,
352,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoides,Merycoides longiceps,ruminantia,,
353,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoides,Merycoides pariogonus,ruminantia,,
354,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoides,Merycoides relictus,ruminantia,,
355,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoidodon,Merycoidodon bullatus,ruminantia,,
356,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoidodon,Merycoidodon culbertsoni,ruminantia,,
357,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoidodon,Merycoidodon dunagani,ruminantia,,
358,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoidodon,Merycoidodon major,ruminantia,,
359,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Merycoidodon,Merycoidodon presidioensis,ruminantia,,
360,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Mesoreodon,Mesoreodon chelonyx,ruminantia,,
361,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Mesoreodon,Mesoreodon floridensis,ruminantia,,
362,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Mesoreodon,Mesoreodon minor,ruminantia,,
363,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Miniochoerus,Miniochoerus affinis,ruminantia,,
364,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Miniochoerus,Miniochoerus chadronensis,ruminantia,,
365,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Miniochoerus,Miniochoerus forsythae,ruminantia,,
366,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Miniochoerus,Miniochoerus gracilis,ruminantia,,
367,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Miniochoerus,Miniochoerus starkensis,ruminantia,,
368,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Oreodontoides,Oreodontoides oregonensis,ruminantia,,
369,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Oreonetes,Oreonetes anceps,ruminantia,,
370,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Paroreodon,Paroreodon parvus,ruminantia,,
371,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Phenacocoelus,Phenacocoelus typus,ruminantia,,
373,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Sespia,Sespia californica,ruminantia,,
374,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Sespia,Sespia nitida,ruminantia,,
375,Artiodactyla,Merycoidodontidae,Merycoidodontidae,Ticholeptus,Ticholeptus zygomaticus,ruminantia,,
376,Artiodactyla,Moschidae,Blastomerycinae,Blastomeryx,Blastomeryx cursor,ruminantia,,
377,Artiodactyla,Moschidae,Blastomerycinae,Blastomeryx,Blastomeryx gemmifer,ruminantia,,
378,Artiodactyla,Moschidae,Blastomerycinae,Blastomeryx,Blastomeryx pristinus,ruminantia,,
379,Artiodactyla,Moschidae,Blastomerycinae,Longirostromeryx,Longirostromeryx clarendonensis,ruminantia,,
380,Artiodactyla,Moschidae,Blastomerycinae,Longirostromeryx,Longirostromeryx novomexicanus,ruminantia,,
381,Artiodactyla,Moschidae,Blastomerycinae,Longirostromeryx,Longirostromeryx wellsi,ruminantia,,
382,Artiodactyla,Moschidae,Blastomerycinae,Machaeromeryx,Machaeromeryx gilchristensis,ruminantia,,
383,Artiodactyla,Moschidae,Blastomerycinae,Machaeromeryx,Machaeromeryx tragulus,ruminantia,,
384,Artiodactyla,Moschidae,Blastomerycinae,Parablastomeryx,Parablastomeryx floridanus,ruminantia,,
385,Artiodactyla,Moschidae,Blastomerycinae,Parablastomeryx,Parablastomeryx galushi,ruminantia,,
386,Artiodactyla,Moschidae,Blastomerycinae,Parablastomeryx,Parablastomeryx gregorii,ruminantia,,
387,Artiodactyla,Moschidae,Blastomerycinae,Problastomeryx,Problastomeryx primus,ruminantia,,
388,Artiodactyla,Moschidae,Blastomerycinae,Pseudoblastomeryx,Pseudoblastomeryx advena,ruminantia,,
389,Artiodactyla,Oromerycidae,Oromerycidae,Eotylopus,Eotylopus reedi,ruminantia,,
390,Artiodactyla,Oromerycidae,Oromerycidae,Malaquiferus,Malaquiferus tourteloti,ruminantia,,
391,Artiodactyla,Oromerycidae,Oromerycidae,Merycobunodon,Merycobunodon littoralis,ruminantia,,
392,Artiodactyla,Oromerycidae,Oromerycidae,Montanatylopus,Montanatylopus matthewi,ruminantia,,
393,Artiodactyla,Oromerycidae,Oromerycidae,Oromeryx,Oromeryx plicatus,ruminantia,,
394,Artiodactyla,Oromerycidae,Oromerycidae,Protylopus,Protylopus annectens,ruminantia,,
395,Artiodactyla,Oromerycidae,Oromerycidae,Protylopus,Protylopus pearsonensis,ruminantia,,
396,Artiodactyla,Oromerycidae,Oromerycidae,Protylopus,Protylopus petersoni,ruminantia,,
397,Artiodactyla,Oromerycidae,Oromerycidae,Protylopus,Protylopus robustus,ruminantia,,
398,Artiodactyla,Oromerycidae,Oromerycidae,Protylopus,Protylopus stocki,ruminantia,,
408,Artiodactyla,Palaeomerycidae,Aletomerycinae,Diabolocornis,Diabolocornis simonsi,ruminantia,,
399,Artiodactyla,Palaeomerycidae,Aletomerycini,Aletomeryx,Aletomeryx gracilis,ruminantia,,
400,Artiodactyla,Palaeomerycidae,Aletomerycini,Aletomeryx,Aletomeryx marslandensis,ruminantia,,
401,Artiodactyla,Palaeomerycidae,Aletomerycini,Aletomeryx,Aletomeryx occidentalis,ruminantia,,
415,Artiodactyla,Palaeomerycidae,Aletomerycini,Sinclairomeryx,Sinclairomeryx riparius,ruminantia,,
402,Artiodactyla,Palaeomerycidae,Cranioceratini,Barbouromeryx,Barbouromeryx trigonocorneus,ruminantia,,
403,Artiodactyla,Palaeomerycidae,Cranioceratini,Bouromeryx,Bouromeryx americanus,ruminantia,,
404,Artiodactyla,Palaeomerycidae,Cranioceratini,Bouromeryx,Bouromeryx submilleri,ruminantia,,
405,Artiodactyla,Palaeomerycidae,Cranioceratini,Cranioceras,Cranioceras clarendonensis,ruminantia,,
406,Artiodactyla,Palaeomerycidae,Cranioceratini,Cranioceras,Cranioceras teres,ruminantia,,
407,Artiodactyla,Palaeomerycidae,Cranioceratini,Cranioceras,Cranioceras unicornis,ruminantia,,
411,Artiodactyla,Palaeomerycidae,Cranioceratini,Pediomeryx,Pediomeryx hemphillensis,ruminantia,,
412,Artiodactyla,Palaeomerycidae,Cranioceratini,Procranioceras,Procranioceras skinneri,ruminantia,,
417,Artiodactyla,Palaeomerycidae,Cranioceratini,Yumaceras,Yumaceras figginsi,ruminantia,,
418,Artiodactyla,Palaeomerycidae,Cranioceratini,Yumaceras,Yumaceras hamiltoni,ruminantia,,
419,Artiodactyla,Palaeomerycidae,Cranioceratini,Yumaceras,Yumaceras ruminalis,ruminantia,,
409,Artiodactyla,Palaeomerycidae,Dromomerycini,Drepanomeryx,Drepanomeryx falciformis,ruminantia,,
410,Artiodactyla,Palaeomerycidae,Dromomerycini,Dromomeryx,Dromomeryx borealis,ruminantia,,
413,Artiodactyla,Palaeomerycidae,Dromomerycini,Rakomeryx,Rakomeryx raki,ruminantia,,
414,Artiodactyla,Palaeomerycidae,Dromomerycini,Rakomeryx,Rakomeryx sinclairi,ruminantia,,
416,Artiodactyla,Palaeomerycidae,Dromomerycini,Subdromomeryx,Subdromomeryx antilopinus,ruminantia,,
421,Artiodactyla,Protoceratidae,Kyptoceratini,Kyptoceras,Kyptoceras amatorum,ruminantia,,
451,Artiodactyla,Protoceratidae,Kyptoceratini,Syndyoceras,Syndyoceras cooki,ruminantia,,
420,Artiodactyla,Protoceratidae,Protoceratidae,Heteromeryx,Heteromeryx dispar,ruminantia,,
425,Artiodactyla,Protoceratidae,Protoceratidae,Leptoreodon,Leptoreodon edwardsi,ruminantia,,
426,Artiodactyla,Protoceratidae,Protoceratidae,Leptoreodon,Leptoreodon leptolophus,ruminantia,,
427,Artiodactyla,Protoceratidae,Protoceratidae,Leptoreodon,Leptoreodon major,ruminantia,,
428,Artiodactyla,Protoceratidae,Protoceratidae,Leptoreodon,Leptoreodon marshi,ruminantia,,
429,Artiodactyla,Protoceratidae,Protoceratidae,Leptoreodon,Leptoreodon pusillus,ruminantia,,
430,Artiodactyla,Protoceratidae,Protoceratidae,Leptoreodon,Leptoreodon stocki,ruminantia,,
431,Artiodactyla,Protoceratidae,Protoceratidae,Leptotragulus,Leptotragulus clarki,ruminantia,,
432,Artiodactyla,Protoceratidae,Protoceratidae,Leptotragulus,Leptotragulus medius,ruminantia,,
433,Artiodactyla,Protoceratidae,Protoceratidae,Leptotragulus,Leptotragulus proavus,ruminantia,,
434,Artiodactyla,Protoceratidae,Protoceratidae,Leptotragulus,Leptotragulus ultimus,ruminantia,,
438,Artiodactyla,Protoceratidae,Protoceratidae,Poabromylus,Poabromylus golzi,ruminantia,,
439,Artiodactyla,Protoceratidae,Protoceratidae,Poabromylus,Poabromylus kayi,ruminantia,,
440,Artiodactyla,Protoceratidae,Protoceratidae,Poabromylus,Poabromylus robustus,ruminantia,,
447,Artiodactyla,Protoceratidae,Protoceratidae,Pseudoprotoceras,Pseudoprotoceras longinaris,ruminantia,,
448,Artiodactyla,Protoceratidae,Protoceratidae,Pseudoprotoceras,Pseudoprotoceras minor,ruminantia,,
449,Artiodactyla,Protoceratidae,Protoceratidae,Pseudoprotoceras,Pseudoprotoceras semicinctus,ruminantia,,
450,Artiodactyla,Protoceratidae,Protoceratidae,Pseudoprotoceras,Pseudoprotoceras taylori,ruminantia,,
455,Artiodactyla,Protoceratidae,Protoceratidae,Toromeryx,Toromeryx marginensis,ruminantia,,
456,Artiodactyla,Protoceratidae,Protoceratidae,Trigenicus,Trigenicus profectus,ruminantia,,
435,Artiodactyla,Protoceratidae,Protoceratinae,Paratoceras,Paratoceras macadamsi,ruminantia,,
436,Artiodactyla,Protoceratidae,Protoceratinae,Paratoceras,Paratoceras tedfordi,ruminantia,,
437,Artiodactyla,Protoceratidae,Protoceratinae,Paratoceras,Paratoceras wardi,ruminantia,,
444,Artiodactyla,Protoceratidae,Protoceratinae,Protoceras,Protoceras celer,ruminantia,,
445,Artiodactyla,Protoceratidae,Protoceratinae,Protoceras,Protoceras neatodelpha,ruminantia,,
446,Artiodactyla,Protoceratidae,Protoceratinae,Protoceras,Protoceras skinneri,ruminantia,,
422,Artiodactyla,Protoceratidae,Synthetoceratini,Lambdoceras,Lambdoceras hessei,ruminantia,,
423,Artiodactyla,Protoceratidae,Synthetoceratini,Lambdoceras,Lambdoceras siouxensis,ruminantia,,
424,Artiodactyla,Protoceratidae,Synthetoceratini,Lambdoceras,Lambdoceras trinitiensis,ruminantia,,
441,Artiodactyla,Protoceratidae,Synthetoceratini,Prosynthetoceras,Prosynthetoceras francisi,ruminantia,,
442,Artiodactyla,Protoceratidae,Synthetoceratini,Prosynthetoceras,Prosynthetoceras orthrionanus,ruminantia,,
443,Artiodactyla,Protoceratidae,Synthetoceratini,Prosynthetoceras,Prosynthetoceras texanus,ruminantia,,
454,Artiodactyla,Protoceratidae,Synthetoceratini,Synthetoceras,Synthetoceras tricornatus,ruminantia,,
459,Artiodactyla,Tayassuidae,Tayassuidae,Cynorca,Cynorca occidentale,ungulate,,
461,Artiodactyla,Tayassuidae,Tayassuidae,Cynorca,Cynorca sociale,ungulate,,
463,Artiodactyla,Tayassuidae,Tayassuidae,Floridachoerus,Floridachoerus olseni,ungulate,,
467,Artiodactyla,Tayassuidae,Tayassuidae,Macrogenis,Macrogenis crassigenis,ungulate,,
478,Artiodactyla,Tayassuidae,Tayassuidae,Prosthennops,Prosthennops niobrarensis,ungulate,,
479,Artiodactyla,Tayassuidae,Tayassuidae,Prosthennops,Prosthennops serus,ungulate,,
481,Artiodactyla,Tayassuidae,Tayassuidae,Prosthennops,Prosthennops xiphodonticus,ungulate,,
484,Artiodactyla,Tayassuidae,Tayassuidae,Thinohyus,Thinohyus lentus,ungulate,,
485,Artiodactyla,Tayassuidae,Tayassuidae,Thinohyus,Thinohyus nanus,ungulate,,
458,Artiodactyla,Tayassuidae,Tayassuinae,Catagonus,Catagonus brachydontus,ungulate,,
462,Artiodactyla,Tayassuidae,Tayassuinae,Dyseohyus,Dyseohyus fricki,ungulate,,
464,Artiodactyla,Tayassuidae,Tayassuinae,Hesperhys,Hesperhys antiquus,ungulate,,
465,Artiodactyla,Tayassuidae,Tayassuinae,Hesperhys,Hesperhys pinensis,ungulate,,
466,Artiodactyla,Tayassuidae,Tayassuinae,Hesperhys,Hesperhys vagrans,ungulate,,
468,Artiodactyla,Tayassuidae,Tayassuinae,Mylohyus,Mylohyus elmorei,ungulate,,
469,Artiodactyla,Tayassuidae,Tayassuinae,Mylohyus,Mylohyus floridanus,ungulate,,
470,Artiodactyla,Tayassuidae,Tayassuinae,Mylohyus,Mylohyus fossilis,ungulate,,
472,Artiodactyla,Tayassuidae,Tayassuinae,Platygonus,Platygonus bicalcaratus,ungulate,,
473,Artiodactyla,Tayassuidae,Tayassuinae,Platygonus,Platygonus brachirostris,ungulate,,
474,Artiodactyla,Tayassuidae,Tayassuinae,Platygonus,Platygonus compressus,ungulate,,
475,Artiodactyla,Tayassuidae,Tayassuinae,Platygonus,Platygonus oregonensis,ungulate,,
476,Artiodactyla,Tayassuidae,Tayassuinae,Platygonus,Platygonus pearcei,ungulate,,
477,Artiodactyla,Tayassuidae,Tayassuinae,Platygonus,Platygonus vetus,ungulate,,
482,Artiodactyla,Tayassuidae,Tayassuinae,Tayassu,Tayassu edensis,ungulate,,
490,Artiodactyla,,Antiacodontinae,Antiacodon,Antiacodon pygmaeus,ungulate,,
491,Artiodactyla,,Antiacodontinae,Antiacodon,Antiacodon vanvaleni,ungulate,,
492,Artiodactyla,,Antiacodontinae,Antiacodon,Antiacodon venustus,ungulate,,
506,Artiodactyla,,Artiodactyla,Delahomeryx,Delahomeryx browni,ungulate,,
518,Artiodactyla,,Artiodactyla,Hexacodus,Hexacodus pelodes,ungulate,,
519,Artiodactyla,,Artiodactyla,Hexacodus,Hexacodus uintensis,ungulate,,
528,Artiodactyla,,Artiodactyla,Simpsonodus,Simpsonodus chacensis,ungulate,,
493,Artiodactyla,,Artiodactylamorpha,Apriculus,Apriculus praeteritus,ungulate,,
503,Artiodactyla,,Cervoidea,Boreameryx,Boreameryx braskerudi,ungulate,,
507,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis gracilis,ungulate,,
508,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis ilicis,ungulate,,
509,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis kelleyi,ungulate,,
510,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis metsiacus,ungulate,,
511,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis minutus,ungulate,,
512,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis primus,ungulate,,
513,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis secans,ungulate,,
514,Artiodactyla,,Cetaceamorpha,Diacodexis,Diacodexis woltonensis,ungulate,,
515,Artiodactyla,,Cetaceamorpha,Helohyus,Helohyus lentus,ungulate,,
516,Artiodactyla,,Cetaceamorpha,Helohyus,Helohyus milleri,ungulate,,
517,Artiodactyla,,Cetaceamorpha,Helohyus,Helohyus plicodon,ungulate,,
486,Artiodactyla,,Cetancodontamorpha,Achaenodon,Achaenodon fremdi,ungulate,,
487,Artiodactyla,,Cetancodontamorpha,Achaenodon,Achaenodon insolens,ungulate,,
488,Artiodactyla,,Cetancodontamorpha,Achaenodon,Achaenodon robustus,ungulate,,
489,Artiodactyla,,Cetancodontamorpha,Achaenodon,Achaenodon uintensis,ungulate,,
494,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium altidens,ungulate,,
495,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium coarctatum,ungulate,,
496,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium lemleyi,ungulate,,
497,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium marshi,ungulate,,
498,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium minimus,ungulate,,
499,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium mortoni,ungulate,,
500,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium palustris,ungulate,,
501,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium ramosus,ungulate,,
502,Artiodactyla,,Cetancodontamorpha,Archaeotherium,Archaeotherium trippensis,ungulate,,
504,Artiodactyla,,Cetancodontamorpha,Brachyhyops,Brachyhyops viensis,ungulate,,
505,Artiodactyla,,Cetancodontamorpha,Brachyhyops,Brachyhyops wyomingensis,ungulate,,
520,Artiodactyla,,Leptochoerinae,Ibarus,Ibarus ignotus,ungulate,,
529,Artiodactyla,,Leptochoerinae,Stibarus,Stibarus montanus,ungulate,,
530,Artiodactyla,,Leptochoerinae,Stibarus,Stibarus obtusilobus,ungulate,,
531,Artiodactyla,,Leptochoerinae,Stibarus,Stibarus quadricuspis,ungulate,,
532,Artiodactyla,,Leptochoerinae,Stibarus,Stibarus yoderensis,ungulate,,
522,Artiodactyla,,Suoidea,Perchoerus,Perchoerus probus,ungulate,,
523,Artiodactyla,,Suoidea,Perhcoerus,Perchoerus minor,ungulate,,
524,Artiodactyla,,Tylopoda,Poebrotherium,Poebrotherium chadronense,ruminantia,,
525,Artiodactyla,,Tylopoda,Poebrotherium,Poebrotherium eximium,ruminantia,,
526,Artiodactyla,,Tylopoda,Poebrotherium,Poebrotherium wilsoni,ruminantia,,
2118,Perissodactyla,Amynodontidae,Amynodontidae,Amynodon,Amynodon advenus,perissodactyla,,
2119,Perissodactyla,Amynodontidae,Amynodontidae,Amynodon,Amynodon reedi,perissodactyla,,
2120,Perissodactyla,Amynodontidae,Amynodontidae,Amynodontopsis,Amynodontopsis bodei,perissodactyla,,
2121,Perissodactyla,Amynodontidae,Amynodontidae,Megalamynodon,Megalamynodon regalis,perissodactyla,,
2122,Perissodactyla,Amynodontidae,Metamynodontini,Metamynodon,Metamynodon chadronensis,perissodactyla,,
2123,Perissodactyla,Amynodontidae,Metamynodontini,Metamynodon,Metamynodon mckinneyi,perissodactyla,,
2124,Perissodactyla,Amynodontidae,Metamynodontini,Metamynodon,Metamynodon planifrons,perissodactyla,,
2125,Perissodactyla,Brontotheriidae,Brontotheriidae,Brontops,Brontops bicornutus,perissodactyla,,
2126,Perissodactyla,Brontotheriidae,Brontotheriidae,Brontops,Brontops brachycephalus,perissodactyla,,
2127,Perissodactyla,Brontotheriidae,Brontotheriidae,Brontops,Brontops dispar,perissodactyla,,
2128,Perissodactyla,Brontotheriidae,Brontotheriidae,Brontops,Brontops robustus,perissodactyla,,
2131,Perissodactyla,Brontotheriidae,Brontotheriidae,Eotitanops,Eotitanops borealis,perissodactyla,,
2132,Perissodactyla,Brontotheriidae,Brontotheriidae,Eotitanops,Eotitanops minimus,perissodactyla,,
2133,Perissodactyla,Brontotheriidae,Brontotheriidae,Eotitanotherium,Eotitanotherium osborni,perissodactyla,,
2134,Perissodactyla,Brontotheriidae,Brontotheriidae,Megacerops,Megacerops curtus,perissodactyla,,
2135,Perissodactyla,Brontotheriidae,Brontotheriidae,Megacerops,Megacerops hatcheri,perissodactyla,,
2136,Perissodactyla,Brontotheriidae,Brontotheriidae,Megacerops,Megacerops kuwagatarhinus,perissodactyla,,
2137,Perissodactyla,Brontotheriidae,Brontotheriidae,Megacerops,Megacerops osborni,perissodactyla,,
2138,Perissodactyla,Brontotheriidae,Brontotheriidae,Menops,Menops bakeri,perissodactyla,,
2139,Perissodactyla,Brontotheriidae,Brontotheriidae,Menops,Menops heloceras,perissodactyla,,
2140,Perissodactyla,Brontotheriidae,Brontotheriidae,Menops,Menops marshi,perissodactyla,,
2141,Perissodactyla,Brontotheriidae,Brontotheriidae,Menops,Menops serotinus,perissodactyla,,
2142,Perissodactyla,Brontotheriidae,Brontotheriidae,Menops,Menops walcotti,perissodactyla,,
2148,Perissodactyla,Brontotheriidae,Brontotheriidae,Metatelmatherium,Metatelmatherium ultimum,perissodactyla,,
2149,Perissodactyla,Brontotheriidae,Brontotheriidae,Notiotitanops,Notiotitanops mississippiensis,perissodactyla,,
2156,Perissodactyla,Brontotheriidae,Brontotheriidae,Protitanotherium,Protitanotherium superbum,perissodactyla,,
2157,Perissodactyla,Brontotheriidae,Brontotheriidae,Pseudodiplacodon,Pseudodiplacodon progressum,perissodactyla,,
2159,Perissodactyla,Brontotheriidae,Brontotheriidae,Sthenodectes,Sthenodectes incisivum,perissodactyla,,
2160,Perissodactyla,Brontotheriidae,Brontotheriidae,Sthenodectes,Sthenodectes priscus,perissodactyla,,
2130,Perissodactyla,Brontotheriidae,Brontotheriinae,Duchesneodus,Duchesneodus uintensis,perissodactyla,,
2155,Perissodactyla,Brontotheriidae,Brontotheriinae,Protitanops,Protitanops curryi,perissodactyla,,
2161,Perissodactyla,Brontotheriidae,Brontotheriinae,Telmatherium,Telmatherium altidens,perissodactyla,,
2162,Perissodactyla,Brontotheriidae,Brontotheriinae,Telmatherium,Telmatherium cultridens,perissodactyla,,
2163,Perissodactyla,Brontotheriidae,Brontotheriinae,Telmatherium,Telmatherium manteoceras,perissodactyla,,
2164,Perissodactyla,Brontotheriidae,Brontotheriinae,Telmatherium,Telmatherium validum,perissodactyla,,
2143,Perissodactyla,Brontotheriidae,Dolichorhininae,Mesatirhinus,Mesatirhinus megarhinus,perissodactyla,,
2144,Perissodactyla,Brontotheriidae,Dolichorhininae,Metarhinus,Metarhinus diploconus,perissodactyla,,
2145,Perissodactyla,Brontotheriidae,Dolichorhininae,Metarhinus,Metarhinus fluviatilis,perissodactyla,,
2146,Perissodactyla,Brontotheriidae,Dolichorhininae,Metarhinus,Metarhinus parvus,perissodactyla,,
2147,Perissodactyla,Brontotheriidae,Dolichorhininae,Metarhinus,Metarhinus pater,perissodactyla,,
2158,Perissodactyla,Brontotheriidae,Dolichorhininae,Sphenocoelus,Sphenocoelus hyognathus,perissodactyla,,
2150,Perissodactyla,Brontotheriidae,Palaeosyopinae,Palaeosyops,Palaeosyops fontinalis,perissodactyla,,
2151,Perissodactyla,Brontotheriidae,Palaeosyopinae,Palaeosyops,Palaeosyops laevidens,perissodactyla,,
2152,Perissodactyla,Brontotheriidae,Palaeosyopinae,Palaeosyops,Palaeosyops laticeps,perissodactyla,,
2153,Perissodactyla,Brontotheriidae,Palaeosyopinae,Palaeosyops,Palaeosyops paludosus,perissodactyla,,
2154,Perissodactyla,Brontotheriidae,Palaeosyopinae,Palaeosyops,Palaeosyops robustus,perissodactyla,,
2165,Perissodactyla,Chalicotheriidae,Chalicotheriidae,Moropus,Moropus elatus,perissodactyla,,
2166,Perissodactyla,Chalicotheriidae,Chalicotheriidae,Moropus,Moropus hollandi,perissodactyla,,
2167,Perissodactyla,Chalicotheriidae,Chalicotheriidae,Moropus,Moropus merriami,perissodactyla,,
2168,Perissodactyla,Chalicotheriidae,Chalicotheriidae,Moropus,Moropus oregonensis,perissodactyla,,
2169,Perissodactyla,Chalicotheriidae,Schizotheriinae,Tylocephalonyx,Tylocephalonyx skinneri,perissodactyla,,
2170,Perissodactyla,Eomoropidae,Eomoropidae,Eomoropus,Eomoropus amarorum,perissodactyla,,
2175,Perissodactyla,Equidae,Anchitheriinae,Anchippus,Anchippus texanus,perissodactyla,,
2176,Perissodactyla,Equidae,Anchitheriinae,Anchitherium,Anchitherium australis,perissodactyla,,
2177,Perissodactyla,Equidae,Anchitheriinae,Anchitherium,Anchitherium clarencei,perissodactyla,,
2178,Perissodactyla,Equidae,Anchitheriinae,Anchitherium,Anchitherium navasotae,perissodactyla,,
2179,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus blackbergi,perissodactyla,,
2180,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus equinanus,perissodactyla,,
2181,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus mannulus,perissodactyla,,
2182,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus mourningi,perissodactyla,,
2183,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus penultimus,perissodactyla,,
2184,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus stenolophus,perissodactyla,,
2185,Perissodactyla,Equidae,Anchitheriinae,Archaeohippus,Archaeohippus ultimus,perissodactyla,,
2198,Perissodactyla,Equidae,Anchitheriinae,Desmatippus,Desmatippus avus,perissodactyla,,
2199,Perissodactyla,Equidae,Anchitheriinae,Desmatippus,Desmatippus integer,perissodactyla,,
2243,Perissodactyla,Equidae,Anchitheriinae,Hypohippus,Hypohippus affinis,perissodactyla,,
2244,Perissodactyla,Equidae,Anchitheriinae,Hypohippus,Hypohippus chico,perissodactyla,,
2245,Perissodactyla,Equidae,Anchitheriinae,Hypohippus,Hypohippus equinus,perissodactyla,,
2246,Perissodactyla,Equidae,Anchitheriinae,Hypohippus,Hypohippus osborni,perissodactyla,,
2247,Perissodactyla,Equidae,Anchitheriinae,Hypohippus,Hypohippus pertinax,perissodactyla,,
2256,Perissodactyla,Equidae,Anchitheriinae,Kalobatippus,Kalobatippus agatensis,perissodactyla,,
2257,Perissodactyla,Equidae,Anchitheriinae,Kalobatippus,Kalobatippus avus,perissodactyla,,
2258,Perissodactyla,Equidae,Anchitheriinae,Megahippus,Megahippus matthewi,perissodactyla,,
2259,Perissodactyla,Equidae,Anchitheriinae,Megahippus,Megahippus mckennai,perissodactyla,,
2275,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus bairdi,perissodactyla,,
2276,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus exoletus,perissodactyla,,
2277,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus montanensis,perissodactyla,,
2278,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus propinquus,perissodactyla,,
2279,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus sp.,perissodactyla,,
2280,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus texanus,perissodactyla,,
2281,Perissodactyla,Equidae,Anchitheriinae,Mesohippus,Mesohippus westoni,perissodactyla,,
2282,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus anceps,perissodactyla,,
2283,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus annectens,perissodactyla,,
