specimen,family,name,species,gender,p2.1,p2.2,p2.3,p3.1,p3.2,p3.3,p4.1,p4.2,p4.3,m1.1,m1.2,m1.3,m2.1,m2.2,m2.3,m3.1,m3.2,m3.3
FMNH 34291,Bovidae,Cephalophus leucogaster,Cephalophus leucogaster,Female,8.003,8.219,8.43,8.43,8.644,8.646,8.857,9.497,8.859,9.938,9.392,9.725,11.749,11.713,12.088,14.733,14.629,15.069
FMNH 26916,Bovidae,Cephalophus natalensis robertsi,Cephalophus natalensis,Male ,5.591,5.795,6.553,6.678,6.5,6.54,7.056,6.85,8.198,8.769,9.003,9.732,10.209,10.33,10.668,13.302,13.518,13.152
FMNH 54451,Bovidae,Cephalophus Philantomba maxwelli liberiensis,Philantomba maxwelli,Male,5.278,5.377,5.487,5.855,5.841,5.96,6.353,6.469,6.553,7.176,7.272,7.062,8.56,8.747,8.349,11.728,12.295,11.627
FMNH 34295,Bovidae,Cephalophus silvicultor silvicultor,Cephalophus silvicultor,Male,11.587,10.584,10.546,10.9,11.287,11.607,12.173,13.1,12.428,12.91,12.631,12.517,16.66,16.99,17.414,24.835,25.673,25.811
FMNH 29519,Bovidae,Connochaetes taurinus albojubatus,Connochaetes taurinus,Male,,,,11.607,11.877,11.575,17.811,17.683,17.974,22.653,22.594,22.594,25.614,25.115,25.49,31.17,31.437,31.472
FMNH 127910,Bovidae,Connochaetes taurinus mearnsi,Connochaetes taurinus,Male,,,,12.985,12.825,12.985,14.444,14.406,14.204,18.619,18.847,18.359,26.468,26.604,26.627,35.461,35.533,35.676
FMNH 34559,Bovidae,Connochaetes taurinus taurinus,Connochaetes taurinus,Male,,,,11.42,11.784,11.626,15.943,15.428,15.952,19.963,20.103,20.019,26.9,27.033,27.058,33.443,33.338,33.551
FMNH 34567,Bovidae,Damaliscus dorcas phillipsi,Damaliscus pygargus,Male,3.973,3.964,3.013,8.038,7.4,7.4,10.886,10.839,10.585,13.766,14.332,13.605,17.971,17.443,17.707,22.277,22.804,23.879
FMNH 29530,Bovidae,Damaliscus lunatus jimela,Damaliscus lunatus,Male,,,,9.954,9.226,9.466,13.431,13.601,14.096,15.339,15.551,15.868,19.175,19.181,19.176,30.121,30.364,30.121
FMNH 34522,Bovidae,Damaliscus lunatus jimela,Damaliscus lunatus,Male,6.694,6.709,6.917,10.487,11.156,10.71,13.834,13.835,13.841,17.405,17.404,16.734,20.528,20.309,20.755,27.597,27.922,27.796
FMNH 34525,Bovidae,Damaliscus lunatus lunatus,Damaliscus lunatus,Male,,,,8.648,8.432,8.384,13.196,12.908,13.196,14.987,14.992,14.987,18.853,19.045,19.059,27.291,26.619,26.841
FMNH 42214,Bovidae,Ourebia ourebi Epomophorus gambianus gambianus,Ourebia ourebi,Male,4.732,4.603,4.499,5.242,5.129,4.986,6.439,6.011,6.015,7.443,7.216,7.316,9.475,9.593,9.518,13.829,13.668,13.851
FMNH 77734,Bovidae,Gazella bilkis ,Gazella bilkis ,Male,5.132,5.499,5.166,8.074,7.667,7.91,8.934,8.802,8.802,10.65,10.648,10.65,12.849,12.714,12.724,17.867,17.949,18.039
FMNH 101169,Bovidae,Gazella dorcas dorcas,Gazella dorcas,Male,3.475,3.351,3.57,5.317,5.317,5.459,7.397,7.503,7.668,9.559,9.681,9.164,10.843,10.775,10.518,17.339,17.136,17.153
FMNH 100715,Bovidae,Gazella dorcas littoralis,Gazella dorcas,Female,5.336,5.106,5.332,7.76,8.001,7.631,7.434,7.968,7.567,9.428,9.307,9.03,10.817,11.273,11.074,14.296,14.229,14.552
FMNH 1527,Bovidae,Gazella dorcas pelzelni,Gazella dorcas,Male,3.854,3.86,3.982,6.291,6.163,6.163,6.805,6.549,6.553,8.731,8.863,8.863,11.054,10.822,11.089,16.614,16.445,16.651
FMNH 77736,Bovidae,Gazella gazella cora,Gazella gazella,Male,5.891,6.116,6.116,7.234,7.42,7.372,8.158,8.423,8.196,10.357,10.093,9.992,11.995,11.853,11.851,16.084,16.408,16.175
FMNH 105051,Bovidae,Gazella leptoceros leptoceros,Gazella leptoceros,Male,6.224,6.256,6.405,8.145,7.997,7.831,9.305,9.235,9.46,10.608,10.123,10.488,12.374,11.91,12.082,19.613,19.564,19.777
FMNH 98746,Bovidae,Gazella rufifrons laevipes,Eudorcas rufifrons,Female,5.408,5.272,5.524,7.509,7.509,7.985,9.524,9.926,9.799,10.15,10.668,10.411,12.142,12.107,12.044,18.899,18.716,18.664
FMNH 26689,Bovidae,Gazella s. hillierana,Nanger soemmerringii,Male,5.683,5.942,5.84,7.159,7.082,8.227,8.301,8.655,8.528,12.634,12.63,12.63,13.995,13.878,14.073,18.079,17.889,17.943
FMNH 1363,Bovidae,Gazella soemmerringii berberana,Nanger soemmerringii,Male,4.796,4.789,5.188,8.196,7.984,8.167,9.873,9.784,10.035,12.378,12.378,12.523,13.306,13.697,13.78,21.295,21.489,21.618
FMNH 122718,Bovidae,Gazella soemmerringii soemmerringii,Nanger soemmerringii,Female,6.223,6.358,6.009,8.756,8.871,8.635,12.315,12.558,12.691,15.088,14.929,14.823,17.124,16.945,17.047,22.57,22.71,22.222
FMNH 1348,Bovidae,Gazella spekei,Gazella spekei,Female,5.443,5.189,5.189,7.449,7.573,7.496,7.982,8.227,7.982,9.998,9.998,10.001,11.818,11.467,11.693,17.312,17.22,17.342
FMNH 104008,Bovidae,Gazella subgutturosa subgutturosa,Gazella subgutturosa,Male,6.338,6.117,6.506,8.534,8.505,8.063,9.961,9.611,9.424,11.502,11.361,11.303,13.943,14.293,14.058,18.634,18.827,18.57
FMNH 29611,Bovidae,Gazella thomsoni,Eudorcas thomsonii,Male,3.908,3.788,4.198,6.45,6.271,6.496,8.867,8.801,9.02,10.401,10.394,10.134,12.856,13.012,13.049,18.756,18.792,18.542
FMNH 34425,Giraffidae,Giraffa camelopardalis angolensis,Giraffa camelopardalis,Male,13.332,13.647,13.465,23.563,23.814,23.524,26.253,26.292,26.201,30.34,30.109,29.918,32.855,32.44,32.715,42.962,42.757,42.552
FMNH 34426,Giraffidae,Giraffa camelopardalis angolensis,Giraffa camelopardalis,Female,15.87,15.191,15.796,23.528,23.711,23.806,29.09,28.808,28.932,30.011,29.955,30.074,34.218,34.433,34.638,47.023,46.451,46.95
FMNH 127880,Giraffidae,Giraffa camelopardalis tippelskirchif,Giraffa camelopardalis,Female,18.711,18.977,18.695,23.453,23.801,23.529,26.155,26.111,26.259,30.223,29.718,30.161,31.06,31.369,31.109,41.823,41.503,41.633
FMNH 152043,Giraffidae,Giraffa camelopardlis rothschildi,Giraffa camelopardalis,Male,17.035,16.641,16.592,23.521,23.192,23.567,24.442,23.947,24.342,29.508,29.765,29.749,30.037,30.02,30.192,42.315,41.703,41.65
FMNH 60540,Bovidae,Hemitragus jemlahiws,Hemitragus jemlahicus,Male,6.435,6.173,6.304,8.161,8.208,8.427,11.227,11.565,11.801,14.166,14.306,14.025,18.673,18.679,18.947,24.372,24.288,24.343
FMNH 7229 ,Bovidae,Hippotragulus equinus equinus,Hippotragus equinus,Male,13.001,13.436,13.62,17.252,17.948,17.417,17.32,16.996,16.814,23.893,24.82,25.04,26.511,26.729,25.844,31.849,32.014,32.404
FMNH 67020,Bovidae,Hippotragus equinus bakeri,Hippotragus equinus,Female,14.184,14.256,14.925,18.729,18.022,18.815,19.493,19.597,19.818,21.58,22.018,21.106,24.934,24.519,24.47,30.778,30.817,30.997
FMNH 34520,Bovidae,Hippotragus equinus cottoni,Hippotragus equinus,Male,12.833,13.667,13.109,17.159,17.403,16.848,19.319,19.834,19.82,21.478,21.478,21.478,25.324,25.257,26.12,36.627,35.4,36.34
FMNH 127939,Bovidae,Hippotragus equinus langheldi,Hippotragus equinus,Male,13.301,13.308,12.798,16.559,16.976,16.319,16.999,16.999,17.369,19.921,20.023,19.46,23.353,23.03,23.504,32.2,32.296,32.734
FMNH 34515,Bovidae,Hippotragus niger niger,Hippotragus niger,Male,10.236,10.845,9.939,15.245,15.261,16.105,15.511,15.493,16.593,17.126,18.764,17.912,19.644,20.175,19.852,30.315,30.574,30.275
FMNH 29545,Bovidae,Kobus ellipsiprymnus adolfifrideric,Kobus ellipsiprymnus,Male,8.865,8.206,8.98,11.031,10.957,11.541,13.705,13.429,13.295,19.059,19.379,19.547,20.867,21.198,21.017,31.754,31.236,31.719
FMNH 27199,Bovidae,Kobus ellipsiprymnus defassa,Kobus ellipsiprymnus,Male,9.144,9.312,9.583,12.195,12.352,12.761,14.713,14.624,15.247,18.55,18.584,17.927,21.996,22.073,21.255,31.908,32.553,32.794
FMNH 1091,Bovidae,Kobus ellipsiprymnus ellipsiprymnus,Kobus ellipsiprymnus,Female,6.734,6.206,6.474,12.93,12.067,12.834,16.09,16.716,16.225,16.876,16.865,16.867,22.003,21.692,21.848,35.25,34.57,34.648
FMNH 7065,Bovidae,Kobus ellipsiprymnus ellipsiprymnus,Kobus ellipsiprymnus,Male,7.964,8.03,7.707,10.565,10.56,10.412,12.125,12.229,12.078,17.901,17.294,17.012,19.722,19.399,19.69,25.273,25.119,25.879
FMNH 24322,Bovidae,Kobus ellipsiprymnus harnieri,Kobus ellipsiprymnus,Male,9.985,10.25,9.92,13.218,12.964,13.425,15.458,15.907,15.907,17.923,18.513,18.655,22.181,22.034,21.74,31.348,31.876,32.267
FMNH 85432 ,Bovidae,Kobus ellipsiprymnus harnieri,Kobus ellipsiprymnus,Male,8.111,7.446,8.105,11.541,11.501,11.735,14.655,14.344,14.776,17.759,17.417,17.242,20.75,21.214,20.36,30.782,30.986,31.664
FMNH 29547,Bovidae,Kobus ellipsiprymnus thikae,Kobus ellipsiprymnus,Male,9.644,10.145,10.066,13.273,13.18,13.549,15.281,15.691,15.259,17.755,17.448,17.577,21.493,21.639,21.791,31.732,31.777,31.898
FMNH 27479,Bovidae,Kobus kob neumanni,Kobus kob,Male,5.897,5.669,5.609,7.546,7.528,7.658,10.1,10.623,10.506,13.282,13.681,12.997,14.368,14.368,14.503,22.334,22.646,22.406
FMNH 27482,Bovidae,Kobus kob neumanni,Kobus kob,Male,5.85,6.131,6.541,7.403,7.538,7.525,9.98,9.87,10.513,14.988,14.721,14.585,14.874,14.602,14.459,23.507,23.339,23.827
FMNH 34468,Bovidae,Kobus leche leche,Kobus leche,Male,6.188,6.021,6.021,8.709,8.742,8.687,10.186,10.064,10.196,14.606,14.421,14.454,16.342,16.544,16.457,23.754,23.848,23.799
FMNH 34469,Bovidae,Kobus leche leche,Kobus leche,Male,6.512,6.149,6.466,9.638,9.638,10.372,11.379,11.664,11.51,14.512,14.518,14.245,15.786,16.802,16.544,21.435,20.581,21.876
FMNH 134555,Bovidae,Kobus megaceros,Kobus megaceros,Male,5.776,5.559,6.138,9.312,9.23,8.986,11.033,10.691,11.219,15.216,15.356,14.793,16.339,16.238,16.601,26.242,26.222,25.815
FMNH 38165,Bovidae,Kobus vardonii vardonii,Kobus vardoni,Male,5.924,6.205,6.11,8.258,8.447,8.149,10.912,11.166,10.598,13.392,13.295,13.417,15.495,15.549,15.723,20.957,21.091,21.238
FMNH 27610,Camelidae,Lama guanachus,Lama guanicoe,Male,,,,,,,7.771,7.497,7.642,16.025,15.818,15.945,23.692,23.676,23.676,25.85,25.902,25.523
FMNH 25608,Camelidae,Lama guanicoe,Lama guanicoe,Unknown,,,,,,,10.895,11.202,10.958,14.553,14.829,15.031,18.726,18.726,18.717,29.52,29.858,29.737
FMNH 50776,Camelidae,Lama guanicoe,Lama guanicoe,Unknown,,,,,,,9.936,9.639,10.036,13.494,13.495,13.053,20.688,20.507,20.507,27.202,27.202,26.973
FMNH 27602,Camelidae,Lama huanachus,Lama guanicoe,Unknown,,,,,,,10.706,10.729,10.66,14.123,13.859,13.992,18.708,19.024,18.966,30.186,30.1,30.271
FMNH 127690 ,Bovidae,Litcranius walleri walleri,Litocranius walleri,Male,4.894,4.703,4.779,6.923,7.082,7.113,7.963,7.972,7.963,10.219,9.823,10.089,10.801,10.801,11.094,15.298,15.3,14.967
FMNH 1377,Bovidae,Litocranius walleri,Litocranius walleri,Male,4.602,4.463,4,6.978,7.449,7.005,8.187,8.032,7.93,10.115,9.454,9.845,11.468,11.326,11.219,14.394,14.366,14.679
FMNH 20670,Bovidae,Litocranius walleri,Litocranius walleri,Male,3.81,3.721,3.756,6.557,6.68,6.68,6.557,6.442,6.679,8.928,9.028,8.976,10.384,9.874,10.077,15,15.09,14.973
FMNH 1393,Bovidae,Litocranius walleri sclateri,Litocranius walleri,Male,3.391,3.741,3.506,6.363,6.479,6.328,7.713,7.599,7.493,10.067,10.083,10.061,10.973,11.205,11.321,14.373,14.462,14.52
FMNH 1395,Bovidae,Litocranius walleri sclateri,Litocranius walleri,Male,4.552,4.846,4.603,6.834,7.003,6.898,7.617,7.604,7.464,9.008,8.935,8.936,10.03,10.044,10.375,13.479,13.353,13.564
FMNH 26985,Bovidae,Litocranius walleri walleri,Litocranius walleri,Male,4.398,4.277,4.405,6.845,7.09,6.615,8.311,8.43,8.429,8.985,9.093,8.985,10.063,10.111,10.183,15.166,14.934,15.166
FMNH 32921,Bovidae,Madoqua guentheri guentheri,Madoqua guentheri,Male,3.505,3.629,3.9,5.835,6.065,5.938,6.856,6.591,6.99,7.125,7.125,6.955,7.144,7.289,7.052,8.806,8.841,8.806
FMNH 17785,Bovidae,Madoqua kirkii cavendishi,Madoqua kirkii,Male,3.233,3,3.033,5.922,6.027,6.005,6.462,6.594,6.203,6.989,6.735,7.254,7.151,7.22,7.426,9.473,9.465,9.473
FMNH 27000,Bovidae,Madoqua saltiana phillipsi,Madoqua saltiana,Male,2.77,3.166,2.941,5.899,5.579,5.617,6.007,6.25,6.268,6.068,6.068,5.92,5.959,5.696,6.073,7.052,6.94,6.904
FMNH 15646,Bovidae,Madoqua saltiana swaynei,Madoqua saltiana,Male,3.635,3.276,3.565,5.445,5.445,5.445,5.546,5.546,5.258,6.195,6.329,6.329,5.845,5.962,5.855,6.923,7.185,7.086
FMNH 15647,Bovidae,Madoqua saltiana swaynei,Madoqua saltiana,Male,2.157,1.96,1.873,4.275,4.353,4.358,4.73,4.862,4.619,5.217,5.485,5.219,5.633,5.759,5.6,6.19,6.225,6.51
FMNH 61861,Cervidae,Mazama americana trinitatus,Mazama americana,Male,7.403,7.451,7.621,9.521,9.494,4.699,9.932,9.844,10.013,11.552,11.464,11.559,11.986,12.045,11.988,17.424,17.599,17.497
FMNH 88498,Cervidae,Mazama americana zetta,Mazama americana,Male,7.366,7.421,7.34,8.27,8.746,8.512,8.447,8.121,8.348,10.244,9.84,9.912,11.301,11.624,11.491,16.153,16.197,16.246
FMNH 88499,Cervidae,Mazama americana zetta,Mazama americana,Female,7.49,7.461,7.346,8.32,8.302,8.431,9.78,9.914,10.134,10.719,10.891,10.793,11.316,11.497,11.277,15.862,15.974,15.999
FMNH 89208,Cervidae,Mazama americana zetta,Mazama americana,Male,7.19,7.249,7.197,8.818,8.913,8.349,9.342,9.491,9.467,11.594,11.943,11.439,12.704,12.813,12.734,14.975,14.999,15.046
FMNH 79912,Cervidae,Mazama chunyi,Mazama chunyi,Female,6.285,6.285,6.285,7.651,7.451,7.664,8.849,8.888,8.731,8.876,8.948,8.799,8.904,8.977,9.014,12.661,12.488,12.497
FMNH 36759,Moschidae,Moschus sifanicus,Moschus sifanicus,Male,3.944,4.069,4.112,5.163,5.235,5.152,6.631,6.379,6.451,7.519,7.952,8.096,8.316,8.459,8.441,12.127,11.929,12.205
FMNH 36762,Moschidae,Moschus sifanicus,Moschus sifanicus,Unknown,4.765,4.916,4.62,6.169,6.402,6.012,6.846,6.79,6.79,7.689,8.032,8.212,8.756,8.735,8.978,12.915,12.915,12.839
FMNH 36761,Moschidae,Moschus sifaniens,Moschus sifanicus,Female,3.582,3.499,3.653,5.176,5.159,5.111,6.694,6.311,6.544,7.431,7.397,7.571,8.354,8.496,8.009,11.468,11.354,11.201
FMNH 36783,Bovidae,Nemorhaedus ,Nemorhaedus goral,Male,8.695,8.389,8.8,11.297,10.901,11.401,11.813,11.949,12.099,13.035,13.039,12.913,15.048,15.189,15.065,20.913,21.039,20.985
FMNH 26704,Bovidae,Nemorhaedus goral griseus,Nemorhaedus goral,Male,4.648,4.543,4.893,9.075,8.851,8.989,10.076,10.359,9.949,12.63,13.055,13.055,13.306,13.259,13.588,17.394,17.478,17.263
FMNH 26706,Bovidae,Nemorhaedus goral griseus,Nemorhaedus goral,Unknown,5.619,5.347,5.484,7.817,7.96,8.007,9.014,9.285,9.306,11.787,11.516,11.65,12.664,12.636,12.505,16.604,16.773,16.384
FMNH 36788,Bovidae,Nemorhaedus goral griseus,Nemorhaedus goral,Male,6.011,6.157,6.194,9.022,9.307,9.132,10.729,10.48,10.612,11.39,11.172,11.604,13.319,13.216,13.707,17.349,17.268,17.055
FMNH 58839,Giraffidae,Okapia johnstoni,Okapia johnstoni,Unknown,11.008,10.997,11.008,19.499,19.489,19.057,21.384,21.532,21.563,23.939,24.314,24.143,26.683,27.043,26.853,36.463,36.693,36.541
FMNH 1477,Bovidae,Oreotragus oreotragus,Oreotragus oreotragus,Male,5.003,4.873,4.853,7.25,7.477,7.315,8.587,8.847,8.552,8.358,8.746,8.355,8.891,9.04,8.939,13.68,13.915,14.076
FMNH 26957,Bovidae,Oreotragus oreotragus saltatrixoides,Oreotragus oreotragus,Female,4.554,4.684,5.048,6.963,6.496,6.617,9.235,9.368,9.232,9.574,9.802,9.696,9.976,9.673,10.062,11.657,11.864,11.772
FMNH 19577,Bovidae,Oreotragus oreotragus schillingsi,Oreotragus oreotragus,Male,4.646,4.707,4.304,7.594,7.654,7.981,9.658,9.532,9.446,9.877,9.966,9.349,10.658,10.579,10.542,13.054,12.853,12.654
FMNH 19581,Bovidae,Oreotragus oreotragus schillingsi,Oreotragus oreotragus,Male,5.394,5.128,5.129,9.218,9.363,9.032,9.542,9.657,9.794,9.42,9.307,9.33,10.08,10.276,10.08,13.385,13.366,13.483
FMNH 19584,Bovidae,Oreotragus oreotragus schillingsi,Oreotragus oreotragus,Male,4.848,4.769,4.769,7.543,7.668,7.748,8.957,8.911,8.794,9.173,8.911,9.042,9.2,9.377,9.478,12.649,12.72,12.998
FMNH 127968,Bovidae,Oryx gazella beisa,Oryx beisa,Male,9.579,9.68,9.552,12.386,12.481,12.264,15.418,14.862,15.225,20.094,20.081,19.932,24.332,23.981,24.167,28.783,29.511,29.041
FMNH 1405,Bovidae,Oryx gazella beisa,Oryx beisa,Male,8.203,8.317,8.176,12.134,12.319,12.046,13.929,14.073,14.164,18.414,18.711,18.419,22.364,22.667,22.54,29.438,29.154,29.278
FMNH 22256,Bovidae,Oryx gazella callotis,Oryx gazella,Male,8.696,9.049,8.839,12.8,12.643,12.532,13.81,13.64,13.899,21.168,21.508,21.02,24.252,24.383,24.383,34.28,33.987,33.567
FMNH 26978,Bovidae,Oryx gazella gallarum,Oryx gazella,Male,10.779,11.225,10.803,13.791,13.936,14.274,15.855,16.437,15.98,19.339,19.514,19.883,22.84,22.947,22.779,29.19,28.942,29.289
FMNH 34446,Bovidae,Oryx gazella gazella,Oryx gazella,Male,11.764,11.764,11.919,15.562,15.627,15.661,17.568,17.339,17.309,20.673,20.846,20.357,26.552,26.504,26.332,34.953,34.723,34.978
FMNH 66875,Bovidae,Ourebia ourebia aequatoria,Ourebia ourebi,Male,4.152,3.828,4.121,6.21,6.181,6.052,6.648,7.107,6.648,7.226,7.222,7.09,10.507,10.511,10.38,14.635,14.527,14.894
FMNH 127972,Bovidae,Ourebia ourebia cottoni,Ourebia ourebi,Male,3.733,3.742,3.609,6.098,6.222,5.973,6.351,6.6,6.223,7.352,7.368,7.244,9.968,10.083,10.207,17.01,16.94,16.902
FMNH 8173,Bovidae,Ourebia ourebia montana,Ourebia ourebi,Male,5.4,5.521,5.4,6.179,6.179,5.901,6.748,7.117,7.117,7.852,7.976,8.098,8.573,8.835,8.797,10.988,11.258,11.258
FMNH 138841,Bovidae,Ovibos moschatus moschatus,Ovibos moschatus,Female,10.129,10.049,9.955,14.566,14.185,14.461,17.907,17.924,17.722,26.632,26.53,26.592,28.809,28.999,28.903,38.203,37.902,38.081
FMNH 25685,Bovidae,Ovis ammon karelini,Ovis ammon,Male,7.052,7.113,6.966,8.447,8.229,8.575,9.319,9.319,8.98,13.432,12.95,12.95,19.735,19.587,19.587,34.353,34.913,34.849
FMNH 57621,Bovidae,Ovis ammon karelini,Ovis ammon,Female,11.001,10.719,10.947,16.58,16.304,16.569,19.733,19.53,19.998,23.65,23.292,23.292,28.279,28.227,27.966,38.082,38.082,38.019
FMNH 25679,Bovidae,Ovis ammon polii,Ovis ammon,Male,4.285,4.167,4.16,6.185,6.146,6.276,8.335,8.668,8.506,12.374,12.501,12.368,16.104,15.959,16.334,34.604,34.296,34.546
FMNH 57255,Bovidae,Ovis aries aries,Ovis aries,Male,6.214,6.232,6.43,8.987,9.213,9.21,10.882,10.991,10.823,13.694,13.9,14.011,17.185,17.149,16.902,23.794,23.695,23.434
FMNH 58037,Bovidae,Ovis aries gmelini,Ovis aries,Male,6.25,5.852,5.852,8.154,8.464,8.481,10.779,10.772,10.772,14.257,14.223,14.572,16.115,15.871,16.073,21.893,21.588,21.799
FMNH 97971,Bovidae,Ovis aries laristanica,Ovis aries,Male,5.688,5.81,5.808,6.766,6.802,6.653,7.535,7.608,7.405,10.488,10.597,10.332,12.098,12.366,12.366,23.14,22.896,22.811
FMNH 58043,Bovidae,Ovis aries urmiana,Ovis aries,Male,6.425,6.425,6.11,7.43,7.938,7.769,9.794,9.795,9.795,13.349,13.344,13.341,15.355,15.632,15.547,22.077,22.264,21.3
FMNH 58048,Bovidae,Ovis aries urmiana,Ovis aries,Male,5.691,5.691,5.524,6.437,6.767,6.989,9.202,9.034,9.037,14.118,14.301,14.154,16.147,16.092,16.316,21.604,21.719,22.228
FMNH 97935,Bovidae,Ovis aries x vignei orientalis x dolgopo,Ovis aries,Female,6.001,6.167,5.926,7.944,8.137,7.915,10.842,10.665,10.997,13.264,13.664,13.664,15.499,15.496,15.33,23.141,23.368,23.119
FMNH 21862,Bovidae,Ovis canadensis mexicana,Ovis canadensis,Unknown,6.455,6.629,6.629,9.117,9.447,9.423,11.376,11.558,11.595,15.737,15.939,16.021,18.484,18.712,18.557,25.281,25.3,25.409
FMNH 6979,Bovidae,Ovis dalli dalli,Ovis dalli,Female,5.265,5.204,5.08,6.983,7.021,6.768,10.205,10.074,10.388,15.375,15.515,15.241,17.354,17.492,17.649,25.464,25.564,25.267
FMNH 6621,Bovidae,Ovis dalli kenaiensis,Ovis dalli,Male,5.282,5.194,5.154,6.081,6.103,6.235,8.948,9.222,9.263,13.554,13.502,13.73,17.034,17.144,16.949,26.717,26.266,26.503
FMNH 92955,Bovidae,Ovis nivicola,Ovis nivicola,Male,5.645,5.806,5.806,7.986,7.979,7.813,9.986,9.954,10.146,13.142,13.3,13.133,17.621,17.455,17.455,27.243,26.944,27.149
FMNH 58064,Bovidae,Ovis vignei dolgopolovi,Ovis vignei,Male,4.973,5.324,5.1,8.261,7.92,7.996,9.141,8.97,8.845,11.541,11.736,11.541,15.184,15.184,15.366,26.937,27.004,27.001
FMNH 97947,Bovidae,Ovis vignei dolgopolovi,Ovis vignei,Unknown,5.811,5.877,5.738,7.478,7.846,7.78,9.479,9.434,9.628,12.935,12.752,12.595,16.06,15.918,15.895,24.7,24.538,24.764
FMNH 24372,Bovidae,Pantholops hodgsonii,Pantholops hodgsonii,Male,,,,6.333,5.95,6,7.488,7.334,7.846,9.133,9.152,9.158,11.909,11.587,11.848,20.598,20.76,20.758
FMNH 25669,Bovidae,Pantholops hodgsonii,Pantholops hodgsonii,Male,,,,7.478,7.66,7.478,8.938,9.303,9.308,12.049,11.867,12.059,15.681,15.595,15.682,23.416,23.3,23.533
FMNH 25671,Bovidae,Pantholops hodgsonii,Pantholops hodgsonii,Male,,,,6.647,6.487,6.487,7.981,7.674,7.981,9.967,9.81,9.809,11.867,11.866,12.083,21.018,21.158,20.961
FMNH 62198,Bovidae,Cephalophus Philantomba maxwellii liberiensis,Philantomba maxwelli,Female,6.094,6.118,6.278,6.49,6.558,6.971,6.844,6.844,6.914,7.491,7.314,7.647,8.774,9.001,8.679,13.12,13.451,13.299
FMNH 27543,Bovidae,Cephalophus Philantomba monticola aequatorialis,Philantomba monticola,Male,4.43,4.431,4.552,4.921,4.612,4.667,5.591,5.621,5.541,6.071,6.211,5.978,7.458,7.551,7.449,9.186,9.399,9.461
FMNH 34285,Bovidae,Cephalophus Philantomba monticola schultzei,Philantomba monticola,Male,4.305,4.499,4.165,4.824,5.046,5.152,5.152,5.261,5.042,6.037,5.484,5.616,7.492,7.722,7.582,10.506,10.403,10.19
FMNH 26676,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,5.327,5.183,5.438,7.493,7.772,7.8,10.178,10.251,9.9,13.436,13.643,13.402,15.536,15.424,15.69,20.133,19.918,19.839
FMNH 26678,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,5,5.437,5.553,7.919,7.819,7.792,9.842,9.948,9.6,11.682,11.682,11.566,14.676,14.691,14.591,22.084,22.024,21.969
FMNH 26679,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,5.559,5.951,5.816,8.288,8.288,8.546,10.211,10.469,10.341,11.245,11.245,11.122,14.024,13.664,13.883,21.47,21.042,21.884
FMNH 26681,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,4.694,4.664,4.585,8.113,8.142,7.96,9.914,10.061,9.818,12.787,13.016,13.016,15,14.928,14.916,23.601,23.256,23.421
FMNH 26684,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Unknown,5.976,5.697,6.021,8.089,7.848,7.74,10.196,10.055,9.837,11.874,11.757,12.089,14.481,14.717,14.409,21.514,21.251,21.381
FMNH 25672,Bovidae,Pseudois nayaur nayaur,Pseudois nayaur,Male,4.74,4.891,4.529,6.17,5.862,6.071,9.037,8.801,8.801,12.521,12.196,12.52,15.773,15.934,15.609,23.791,23.632,23.982
FMNH 31134,Bovidae,Pseudois nayaur szechuanensis,Pseudois nayaur,Male,4.518,4.496,4.664,5.55,5.738,6.061,9.22,9.072,9.229,10.584,10.945,10.713,15.146,14.921,15.094,23.886,23.75,23.886
FMNH 31135,Bovidae,Pseudois nayaur szechuanensis,Pseudois nayaur,Male,4.741,4.978,4.978,6.182,6.182,6.235,9.023,8.713,9.076,11.464,11.467,11.77,15.134,15.132,14.979,22.523,22.503,22.567
FMNH 134366,Bovidae,Redunca arundinum arundinum,Reducna arundinum,Male,6.518,6.682,6.682,8.462,8.462,8.361,9.766,9.767,9.94,11.023,11.214,11.059,13.346,13.054,12.9,18.161,18.161,18.455
FMNH 127993,Bovidae,Redunca fulvorufula chanleri,Redunca fulvorufula,Male,4.116,4.119,3.678,6.469,6.47,6.617,7.939,7.645,7.793,10.853,10.395,10.611,12.51,12.939,12.967,17.764,17.796,17.864
FMNH 42105,Bovidae,Redunca redunca,Redunca redunca,Male,3.812,3.915,4.091,5.344,5.55,5.369,8.234,8.11,8.123,8.713,8.558,8.865,10.886,10.889,10.895,17.414,17.541,16.9
FMNH 7468,Bovidae,Redunca redunca wardi,Redunca redunca,Male,4.907,5.186,5.365,6.617,6.732,6.77,9.645,9.541,9.56,10.571,11.188,10.727,12.814,12.893,12.444,17.203,16.914,17.051
FMNH 46455,Bovidae,Rupicapra rupicapra,Rupicapra rupicapra,Male,4.433,4.109,4.582,6.937,7.125,7.164,7.437,7.594,7.621,10.433,10.427,10.584,11.923,12.387,12.048,16.854,16.665,16.621
