,LIDNUM,NAME,LOC_SYNONYMS,COUNTRY,STATE,COUNTY,BFA_MAX,BFA_MIN,MAX_AGE,MIN_AGE,CHRON,
50684,10680,Northern Great Basin NB26A,NB26A,United States of America,NV,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50685,10681,Northern Great Basin NB26B,NB26B,United States of America,NV,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
50686,10683,Northern Great Basin NB27A,NB27A,United States of America,NV,Lyon and Mineral,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
50695,10686,Northern Great Basin NB27B,NB27B,United States of America,NV,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
50713,10687,Northern Great Basin NB27II,NB27II,United States of America,NV,Esmeralda,clarendonian-1,clarendonian-3,12.57,9.07,Cl1-Cl3,
50715,10688,Northern Great Basin NB28,NB28,United States of America,NV,Elko,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
50725,10689,Northern Great Basin NB29A,NB29A,United States of America,NV,Churchill & others,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
50745,10690,Northern Great Basin NB29B,NB29B,United States of America,NV,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
50748,10691,Northern Great Basin NB30,NB30,United States of America,NV,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
50750,10692,Northern Great Basin NB30II,NB30II,United States of America,NV,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
50751,10693,Northern Great Basin NB31,NB31,United States of America,NV,Humbolt,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
50784,10694,Northern Great Basin NB32A,NB32A,United States of America,NV,Clark,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
50785,10695,Northern Great Basin NB32B,NB32B,United States of America,NV,Washoe (?),blancan-early,blancan-early,4.91,2.63,E Bl,
50786,10696,Northern Great Basin NB33A,NB33A,United States of America,NV,Lincoln,blancan-early,blancan-early,4.91,2.63,E Bl,
50809,10697,Northern Great Basin NB33B,NB33B,United States of America,NV,,blancan-late,blancan-late,2.63,1.8,L Bl,
50810,10698,Northern Great Basin NB33II,NB33II,United States of America,NV,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
50811,10699,Northern Great Basin NB34,NB34,United States of America,NV,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
50816,10700,Northern Great Basin NB34II,NB34II,United States of America,NV,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
50824,10701,Northern Great Basin NB35,NB35,United States of America,NV,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
50826,10702,Northern Great Basin NB35II,NB35II,United States of America,NV,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
50828,10703,Northern Great Basin NB35IIIA,NB35IIIA,United States of America,NV,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
50836,10704,Northern Great Basin NB35IIIB,NB35IIIB,United States of America,NV,,blancan-early,blancan-early,4.91,2.63,E BL,
50846,10705,Northern Great Basin NB35IIIC,NB35IIIC,United States of America,NV,,blancan-late,blancan-late,2.63,1.8,L Bl,
50854,10706,Northern Great Basin NB35IV,NB35IV,United States of America,NV,,blancan-early,blancan-early,4.91,2.63,E Bl,
50857,10707,Northern Great Basin NB36,NB36,United States of America,NV,Lyon,blancan-early,blancan-late,4.91,1.8,E Bl-L Bl,
50863,10708,Northern Great Basin NB36II,NB36II,United States of America,NV,Washoe (?),blancan-early,blancan-early,4.91,2.63,?E Bl,
50864,10709,Northern Great Basin NB36IIIA,NB36IIIA,United States of America,NV,,blancan-late,blancan-late,2.63,1.8,L Bl,
50874,10710,Northern Great Basin NB36IIIB,NB36IIIB,United States of America,NV,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
50881,10629,Northern Great Basin NB3A,NB3A,United States of America,CA,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
50883,10630,Northern Great Basin NB3B,NB3B,United States of America,CA,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
50887,10631,Northern Great Basin NB3C,NB3C,United States of America,CA,,arikareean-4,hemingfordian-1,19.09,17.34,Ar4-He1,
50888,10632,Northern Great Basin NB3D,NB3D,United States of America,CA,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
50895,10633,Northern Great Basin NB4,NB4,United States of America,CA,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
50905,10634,Northern Great Basin NB5,NB5,United States of America,CA,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
50906,10635,Northern Great Basin NB6A,NB6A,United States of America,CA,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
50911,10636,Northern Great Basin NB6B,NB6B,United States of America,CA,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
50924,10637,Northern Great Basin NB6C,NB6C,United States of America,CA,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50972,10638,Northern Great Basin NB6D,NB6D,United States of America,CA,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
51003,10639,Northern Great Basin NB6E,NB6E,United States of America,CA,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
51055,10640,Northern Great Basin NB6F,NB6F,United States of America,CA,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
51061,10641,Northern Great Basin NB7A,NB7A,United States of America,CA,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
51079,10642,Northern Great Basin NB7B,NB7B,United States of America,CA,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
51107,10643,Northern Great Basin NB7C,NB7C,United States of America,CA,,clarendonian-2,clarendonian-3,12.11,9.07,Cl2-Cl3,
51156,10644,Northern Great Basin NB7D,NB7D,United States of America,CA,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
51194,10645,Northern Great Basin NB8,NB8,United States of America,CA,San Bernadino,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
51212,10646,Northern Great Basin NB9,NB9,United States of America,CA,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
51221,10753,Northern Great Plains NP10A,NP10A,Canada,Saskatchewan,,duchesnean,duchesnean,39.83,37.39,Du,
51229,10754,Northern Great Plains NP10B,NP10B,Canada,Saskatchewan,,chadronian-1,chadronian-1,37.39,35.92,Ch1,
51300,10755,Northern Great Plains NP10B2,NP10B2,Canada,Saskatchewan,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
51320,10756,Northern Great Plains NP10B3,NP10B3,Canada,Saskatchewan,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
51330,10757,Northern Great Plains NP10BB,NP10BB,Canada,Saskatchewan,,orellan-2,orellan-3,33.4,32.5,Or2-Or3,
51348,10758,Northern Great Plains NP10Bi,NP10Bi,Canada,Saskatchewan,,chadronian-3,chadronian-3,35.24,34.7,Ch3,
51374,10759,Northern Great Plains NP10Bii,NP10Bii,Canada,Saskatchewan,,chadronian-3,chadronian-3,35.24,34.7,?Ch3,
51398,10760,Northern Great Plains NP10Biii,NP10Biii,Canada,Saskatchewan,,chadronian-3,chadronian-3,35.24,34.7,?Ch3,
51407,10761,Northern Great Plains NP10C,NP10C,Canada,Saskatchewan,,whitneyan-1,whitneyan-1,32.1,31.4,?Wh1,
51422,10762,Northern Great Plains NP10C2,NP10C2,Canada,Saskatchewan,,whitneyan-2,whitneyan-2,31.4,29.75,Wh2,
51450,10763,Northern Great Plains NP10C3,NP10C3,Canada,Saskatchewan,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
51455,10764,Northern Great Plains NP10CC,NP10CC,Canada,Saskatchewan,,arikareean-2,arikareean-2,28,22.2,Ar2,
51506,10765,Northern Great Plains NP10D,NP10D,Canada,Saskatchewan,,hemingfordian-1,hemingfordian-1,18.5,17.34,?He1,
51515,10766,Northern Great Plains NP10E,NP10E,Canada,Saskatchewan,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
51548,10767,Northern Great Plains NP11,NP11,Canada,Saskatchewan,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
51602,10768,Northern Great Plains NP12,NP12,Canada,British Columbia,,bridgerian-2,bridgerian-3,49.27,47.96,Br2-Br3,
51603,10769,Northern Great Plains NP13,NP13,Canada,British Columbia,,bridgerian-2,bridgerian-3,49.27,47.96,Br2-Br3,
51610,10770,Northern Great Plains NP15A,NP15A,United States of America,MT,,puercan-1,puercan-1,66.04,65.83,Pu1,
51621,10771,Northern Great Plains NP15B,NP15B,United States of America,MT,,puercan-1,puercan-1,66.04,65.83,Pu1,
51628,10772,Northern Great Plains NP15C,NP15C,United States of America,MT,,puercan-1,puercan-1,66.04,65.83,Pu1,
51644,10773,Northern Great Plains NP16A,NP16A,United States of America,MT,,puercan-1,puercan-1,66.04,65.83,Pu1,
51666,10774,Northern Great Plains NP16B,NP16B,United States of America,MT,,puercan-3,puercan-3,64.1,64.81,Pu3,
51678,10775,Northern Great Plains NP16C,NP16C,United States of America,MT,,puercan-3,puercan-3,64.1,64.81,Pu3?,
51704,10776,Northern Great Plains NP16D,NP16D,United States of America,MT,,torrejonian-1,torrejonian-1,64.81,63.49,To1,
51717,10777,Northern Great Plains NP17,NP17,United States of America,MT,,puercan-2,puercan-2,65.83,64.1,Pu2,
51738,10778,Northern Great Plains NP17IIA,NP17IIA,United States of America,MT,,puercan-2,puercan-2,65.83,64.1,Pu2,
51739,10780,Northern Great Plains NP18,NP18,United States of America,MT,,puercan-3,puercan-3,64.1,64.81,Pu3,
51740,10781,Northern Great Plains NP19A,NP19A,United States of America,MT,,torrejonian-1,torrejonian-1,64.81,63.49,To1,
51743,10782,Northern Great Plains NP19B,NP19B,United States of America,MT,,torrejonian-2,torrejonian-2,63.49,62.52,To2,
51749,10783,Northern Great Plains NP19C,NP19C,United States of America,MT,,torrejonian-3,torrejonian-3,62.52,62.22,To3,
51805,10784,Northern Great Plains NP19D,NP19D,United States of America,MT,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
51806,10785,Northern Great Plains NP19IIA,NP19IIA,United States of America,MT,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
51841,10786,Northern Great Plains NP19IIB,NP19IIB,United States of America,MT,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
51851,10787,Northern Great Plains NP19IIC,NP19IIC,United States of America,MT,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
51874,10788,Northern Great Plains NP19IID,NP19IID,United States of America,MT,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
51878,10727,Northern Great Plains NP1A,NP1A,Canada,Alberta,,puercan-2,puercan-2,65.83,64.1,?Pu2,
51880,10728,Northern Great Plains NP1B,NP1B,Canada,Alberta,,torrejonian-3,torrejonian-3,62.52,62.22,To3,
51890,10729,Northern Great Plains NP1C,NP1C,Canada,Alberta,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
51956,10730,Northern Great Plains NP2,NP2,Canada,Alberta,,torrejonian-1,torrejonian-2,64.81,62.52,?To1-2,
51967,10790,Northern Great Plains NP20A,NP20A,United States of America,MT,,torrejonian-3,torrejonian-3,62.52,62.22,To3,
51974,10791,Northern Great Plains NP20B,NP20B,United States of America,MT,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
51991,10792,Northern Great Plains NP20C,NP20C,United States of America,MT,,tiffanian-2,tiffanian-2,61.61,59.61,Ti2,
51994,10793,Northern Great Plains NP20D,NP20D,United States of America,MT,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
52020,10794,Northern Great Plains NP20E,NP20E,United States of America,MT,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
52050,10798,Northern Great Plains NP22,NP22,United States of America,MT,,uintan-3,uintan-3,42.78,39.83,Ui3,
52080,10799,Northern Great Plains NP23A,NP23A,United States of America,MT,,duchesnean,duchesnean,39.83,37.39,Du,
52088,10800,Northern Great Plains NP23B,NP23B,United States of America,MT,,duchesnean,duchesnean,39.83,37.39,Du,
52090,10801,Northern Great Plains NP23C,NP23C,United States of America,MT,,chadronian-1,chadronian-1,37.39,35.92,Ch1,
52098,10803,Northern Great Plains NP23E,NP23E,United States of America,MT,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
52100,10804,Northern Great Plains NP24A,NP24A,United States of America,MT,,uintan-3,duchesnean,42.78,37.39,?Ui3-Du,
52102,10805,Northern Great Plains NP24B,NP24B,United States of America,MT,,uintan-3,duchesnean,42.78,37.39,?Ui3-Du,
52104,10806,Northern Great Plains NP24C,NP24C,United States of America,MT,,chadronian-3,chadronian-3,35.24,34.7,Ch3,
52169,10807,Northern Great Plains NP24D,NP24D,United States of America,MT,,chadronian-3,chadronian-4,35.24,33.9,Ch3-Ch4,
52215,10808,Northern Great Plains NP24E,NP24E,United States of America,MT,,chadronian-1,chadronian-4,37.39,33.9,Ch1-Ch4,
52230,10809,Northern Great Plains NP25A,NP25A,United States of America,MT,,duchesnean,duchesnean,39.83,37.39,Du,
52245,10810,Northern Great Plains NP25B,NP25B,United States of America,MT,,duchesnean,duchesnean,39.83,37.39,Du,
52279,10811,Northern Great Plains NP25C,NP25C,United States of America,MT,,chadronian-2,chadronian-2,35.92,35.24,Ch2,
52318,10813,Northern Great Plains NP26,NP26,United States of America,MT,,chadronian-1,chadronian-4,37.39,33.9,Ch1-Ch4,
52321,10815,Northern Great Plains NP27B,NP27B,United States of America,MT,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
52322,10816,Northern Great Plains NP27C,NP27C,United States of America,MT,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
52342,10817,Northern Great Plains NP27C1,NP27C1,United States of America,MT,,orellan-1,orellan-1,33.9,33.4,Or1,
52355,10818,Northern Great Plains NP27D,NP27D,United States of America,MT,,orellan-1,orellan-1,33.9,33.4,Or1,
52373,10819,Northern Great Plains NP28A,NP28A,United States of America,MT,,whitneyan-1,whitneyan-2,32.1,29.75,?Wh1-Wh2,
52374,10820,Northern Great Plains NP28B,NP28B,United States of America,MT,,arikareean-4,arikareean-4,19.09,18.5,Ar4,
52378,10821,Northern Great Plains NP29A,NP29A,United States of America,MT,,chadronian-2,chadronian-2,35.92,35.24,?Ch2,
52380,10822,Northern Great Plains NP29B,NP29B,United States of America,MT,,chadronian-3,chadronian-3,35.24,34.7,?Ch3,
52387,10823,Northern Great Plains NP29C,NP29C,United States of America,MT,,chadronian-3,chadronian-4,35.24,33.9,Ch3-Ch4,
52411,10824,Northern Great Plains NP29D,NP29D,United States of America,MT,,chadronian-4,orellan-1,34.7,33.4,Ch4-Or1,
52425,10825,Northern Great Plains NP29E,NP29E,United States of America,MT,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
52426,10826,Northern Great Plains NP29F,NP29F,United States of America,MT,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
52427,10827,Northern Great Plains NP29II,NP29II,United States of America,MT,Carter,chadronian-1,chadronian-2,37.39,35.24,?Ch1-Ch2,
52428,10828,Northern Great Plains NP30A,NP30A,United States of America,MT,,chadronian-3,chadronian-3,35.24,34.7,Ch3,
52433,10829,Northern Great Plains NP30B,NP30B,United States of America,MT,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
52439,10830,Northern Great Plains NP30C,NP30C,United States of America,MT,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
52442,10831,Northern Great Plains NP31,NP31,United States of America,MT,,chadronian-3,chadronian-3,35.24,34.7,?Ch3,
52443,10832,Northern Great Plains NP32A,NP32A,United States of America,MT,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
52444,10833,Northern Great Plains NP32B,NP32B,United States of America,MT,,orellan-3,orellan-4,33.1,32.1,Or3-Or4,
52469,10834,Northern Great Plains NP32C,NP32C,United States of America,MT,,orellan-4,orellan-4,32.5,32.1,Or4,
52512,10836,Northern Great Plains NP33B,NP33B,United States of America,MT,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
52517,10837,Northern Great Plains NP34A,NP34A,United States of America,MT,,whitneyan-1,whitneyan-2,32.1,29.75,?Wh1-Wh2,
52520,10838,Northern Great Plains NP34B,NP34B,United States of America,MT,,arikareean-1,arikareean-2,29.75,22.2,Ar1-Ar2,
52540,10839,Northern Great Plains NP34C,NP34C,United States of America,MT,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
52563,10840,Northern Great Plains NP34D,NP34D,United States of America,MT,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
52582,10841,Northern Great Plains NP34E,NP34E,United States of America,MT,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
52589,10842,Northern Great Plains NP35A,NP35A,United States of America,MT,,arikareean-2,arikareean-2,28,22.2,?Ar2,
52590,10843,Northern Great Plains NP35B,NP35B,United States of America,MT,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
52591,10844,Northern Great Plains NP35C,NP35C,United States of America,MT,,arikareean-4,arikareean-4,19.09,18.5,Ar4,
52593,10845,Northern Great Plains NP36A,NP36A,United States of America,MT,,arikareean-1,arikareean-1,29.75,28,Ar1,
52615,10846,Northern Great Plains NP36B,NP36B,United States of America,MT,,arikareean-2,arikareean-2,28,22.2,Ar2,
52646,10847,Northern Great Plains NP36C,NP36C,United States of America,MT,,arikareean-2,arikareean-3,28,19.09,Ar2-Ar3,
52649,10848,Northern Great Plains NP36D,NP36D,United States of America,MT,,arikareean-2,arikareean-2,28,22.2,Ar2,
52666,10849,Northern Great Plains NP36II,NP36II,United States of America,MT,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
52667,10850,Northern Great Plains NP37,NP37,United States of America,MT,,arikareean-2,arikareean-2,28,22.2,Ar2,
52682,10851,Northern Great Plains NP38A,NP38A,United States of America,MT,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
52685,10852,Northern Great Plains NP38B,NP38B,United States of America,MT,,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
52691,10853,Northern Great Plains NP38C,NP38C,United States of America,MT,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
52700,10855,Northern Great Plains NP38E,NP38E,United States of America,MT,,barstovian-1,barstovian-2,15.97,12.57,Ba1-Ba2,
52704,10857,Northern Great Plains NP38G,NP38G,United States of America,MT,,clarendonian-3,hemphillian-1,10.09,7.59,Cl3 - Hh1,
52705,10860,Northern Great Plains NP39,NP39,United States of America,MT,,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
52708,10731,Northern Great Plains NP3A,NP3A,Canada,Alberta,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
52742,10732,Northern Great Plains NP3A0,NP3A0,Canada,Alberta,,torrejonian-3,torrejonian-3,62.52,62.22,To3,
52780,10733,Northern Great Plains NP3B,NP3B,Canada,Alberta,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
52813,10734,Northern Great Plains NP3C,NP3C,Canada,Alberta,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
52860,10735,Northern Great Plains NP3D,NP3D,Canada,Alberta,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
52888,10736,Northern Great Plains NP3E,NP3E,Canada,Alberta,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
52899,10737,Northern Great Plains NP3F,NP3F,Canada,Alberta,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
52923,10738,Northern Great Plains NP3G,NP3G,Canada,Alberta,,tiffanian-1,tiffanian-6,62.22,57.24,Ti1-Ti6,
52930,10739,Northern Great Plains NP4,NP4,Canada,Alberta,,tiffanian-3,tiffanian-4,59.61,58.24,Ti3-Ti4,
52955,10861,Northern Great Plains NP40A,NP40A,United States of America,MT,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
52970,10862,Northern Great Plains NP40B,NP40B,United States of America,MT,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
52993,10863,Northern Great Plains NP40II,NP40II,United States of America,MT,,hemingfordian-1,hemingfordian-2,18.5,15.97,He1-He2,
52994,10864,Northern Great Plains NP41A,NP41A,United States of America,MT,,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
52998,10865,Northern Great Plains NP41B,NP41B,United States of America,MT,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
53040,10866,Northern Great Plains NP41C,NP41C,United States of America,MT,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
53041,10867,Northern Great Plains NP41D,NP41D,United States of America,MT,,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
53042,10868,Northern Great Plains NP42,NP42,United States of America,MT,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
53067,10869,Northern Great Plains NP42II,NP42II,United States of America,MT,,barstovian-1,barstovian-1,15.97,14.78,?Ba1,
53068,10870,Northern Great Plains NP43,NP43,United States of America,MT,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
53074,10871,Northern Great Plains NP45,NP45,United States of America,MT,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
53085,10872,Northern Great Plains NP45II,NP45II,United States of America,MT,,hemphillian-1,hemphillian-4,9.07,4.91,Hh1-Hh4,
53086,10873,Northern Great Plains NP46,NP46,United States of America,ND,Billings,torrejonian-1,torrejonian-3,64.81,62.22,To1-To3,
53087,10874,Northern Great Plains NP47A,NP47A,United States of America,ND,,torrejonian-3,tiffanian-1,62.52,61.61,To3-Ti1,
53093,10875,Northern Great Plains NP47A0,NP47A0,United States of America,ND,,puercan-2,puercan-3,65.83,64.81,Pu2-Pu3,
53094,10876,Northern Great Plains NP47A1,NP47A1,United States of America,ND,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
53097,10877,Northern Great Plains NP47B,NP47B,United States of America,ND,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
53128,10878,Northern Great Plains NP47BB,NP47BB,United States of America,ND,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
53143,10879,Northern Great Plains NP47C,NP47C,United States of America,ND,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
53165,10880,Northern Great Plains NP48A,NP48A,United States of America,ND,,tiffanian-3,tiffanian-3,59.61,58.63,?Ti3,
53166,10881,Northern Great Plains NP48B,NP48B,United States of America,ND,,tiffanian-4,tiffanian-4,58.63,58.24,?Ti4,
53173,10882,Northern Great Plains NP49,NP49,United States of America,ND,,wasatchian-3,wasatchian-3,55.07,54.61,Wa3,
53195,10883,Northern Great Plains NP49II,NP49II,United States of America,ND,,chadronian-3,chadronian-3,35.24,34.7,Ch3,
53221,10884,Northern Great Plains NP50A,NP50A,United States of America,ND,,chadronian-4,chadronian-4,34.7,33.9,Ch4,
53224,10885,Northern Great Plains NP50B,NP50B,United States of America,ND,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
53257,10886,Northern Great Plains NP50C,NP50C,United States of America,ND,,whitneyan-1,whitneyan-2,32.1,29.75,Wh1-Wh2,
53270,10887,Northern Great Plains NP50II,NP50II,United States of America,ND,,arikareean-1,arikareean-2,29.75,22.2,Ar1-Ar2,
53271,10888,Northern Great Plains NP51A,NP51A,United States of America,ND,,whitneyan-1,whitneyan-2,32.1,29.75,Wh1-Wh2,
53279,10889,Northern Great Plains NP51AA,NP51AA,United States of America,ND,,arikareean-1,arikareean-4,29.75,18.5,?Ar1-Ar4,
53280,10890,Northern Great Plains NP51B,NP51B,United States of America,ND,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
53282,10740,Northern Great Plains NP5A,NP5A,Canada,Alberta,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
53288,10741,Northern Great Plains NP5B,NP5B,Canada,Alberta,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
53295,10742,Northern Great Plains NP6,NP6,Canada,Saskatchewan,,puercan-1,puercan-1,66.04,65.83,Pu1,
53300,10743,Northern Great Plains NP7A,NP7A,Canada,Saskatchewan,,puercan-1,puercan-1,66.04,65.83,Pu1,
53315,10744,Northern Great Plains NP7B,NP7B,Canada,Saskatchewan,,puercan-1,puercan-1,66.04,65.83,Pu1,
53342,10745,Northern Great Plains NP7B1,NP7B1,Canada,Saskatchewan,,puercan-2,puercan-2,65.83,64.1,Pu2,
53343,10746,Northern Great Plains NP7C,NP7C,Canada,Saskatchewan,,puercan-2,puercan-2,65.83,64.1,Pu2,
53360,10747,Northern Great Plains NP7D,NP7D,Canada,Saskatchewan,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
53385,10748,Northern Great Plains NP8,NP8,Canada,Saskatchewan,,uintan-3,uintan-3,42.78,39.83,Ui3,
53430,10749,Northern Great Plains NP9A,NP9A,Canada,Saskatchewan,,duchesnean,duchesnean,39.83,37.39,Du,
53486,10750,Northern Great Plains NP9B,NP9B,Canada,Saskatchewan,,duchesnean,duchesnean,39.83,37.39,Du,
53516,10751,Northern Great Plains NP9C,NP9C,Canada,Saskatchewan,,duchesnean,chadronian-1,39.83,35.92,Du-Ch1,
53524,10752,Northern Great Plains NP9D,NP9D,Canada,Saskatchewan,,chadronian-1,chadronian-1,37.39,35.92,?Ch1,
53771,28495,Nunes Ranch,,United States of America,California,Marin,messinian,messinian,7.246,5.333,NA,
55649,10923,Pacific Northwest PN10,PN10,United States of America,OR,,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
55687,10924,Pacific Northwest PN10II,PN10II,United States of America,OR,,clarendonian-1,clarendonian-3,12.57,9.07,Cl1-Cl3,
55688,10925,Pacific Northwest PN10III,PN10III,United States of America,OR,,clarendonian-3,hemphillian-1,10.09,7.59,Cl3 - Hh1,
55689,10926,Pacific Northwest PN11A,PN11A,United States of America,OR,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
55717,10927,Pacific Northwest PN11B,PN11B,United States of America,OR,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
55750,10928,Pacific Northwest PN12A,PN12A,United States of America,OR,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
55762,10929,Pacific Northwest PN12B,PN12B,United States of America,OR,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
55786,10930,Pacific Northwest PN13,PN13,United States of America,OR,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
55803,10931,Pacific Northwest PN14,PN14,United States of America,OR,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
55846,10932,Pacific Northwest PN14II,PN14II,United States of America,OR,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
55847,10933,Pacific Northwest PN15,PN15,United States of America,OR,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
55871,10935,Pacific Northwest PN16,PN16,United States of America,ID,,arikareean-1,arikareean-2,29.75,22.2,Ar1-Ar2,
55887,10936,Pacific Northwest PN17,PN17,United States of America,ID,,arikareean-2,arikareean-2,28,22.2,Ar2,
55889,10937,Pacific Northwest PN17II,PN17II,United States of America,ID,,hemingfordian-1,hemingfordian-2,18.5,15.97,He1-He2,
55890,10938,Pacific Northwest PN17III,PN17III,United States of America,ID,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
55891,10939,Pacific Northwest PN18,PN18,United States of America,ID,,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
55896,10940,Pacific Northwest PN19A,PN19A,United States of America,ID,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
55907,10941,Pacific Northwest PN19B,PN19B,United States of America,ID,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
55925,10942,Pacific Northwest PN19C,PN19C,United States of America,ID,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
55942,10943,Pacific Northwest PN19D,PN19D,United States of America,ID,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
55945,10944,Pacific Northwest PN19E,PN19E,United States of America,ID,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
55952,10891,Pacific Northwest PN1A,PN1A,United States of America,WA,,arikareean-1,arikareean-1,29.75,28,Ar1,
