specimen,family,name,species,gender,p2.1,p2.2,p2.3,p3.1,p3.2,p3.3,p4.1,p4.2,p4.3,m1.1,m1.2,m1.3,m2.1,m2.2,m2.3,m3.1,m3.2,m3.3
FMNH 15646,Bovidae,Madoqua saltiana swaynei,Madoqua saltiana,Male,2.307,2.307,2.454,2.845,2.981,2.978,2.981,3.119,3.255,3.661,3.929,3.888,3.88,4.042,3.854,3.987,4.235,3.939
FMNH 15647,Bovidae,Madoqua saltiana swaynei,Madoqua saltiana,Male,2.215,2.081,2.059,2.735,2.349,2.559,2.585,2.464,2.66,3.268,3.54,3.332,3.54,3.948,3.812,3.809,3.809,3.948
FMNH 61861,Cervidae,Mazama americana trinitatus,Mazama americana,Male,4.475,4.378,4.561,6.181,6.481,6.124,6.889,6.869,6.497,8.657,8.641,8.468,9.148,9.456,9.301,9.656,9.482,9.642
FMNH 88498,Cervidae,Mazama americana zetta,Mazama americana,Male,3.926,3.941,3.843,5.418,5.543,5.914,6.655,6.6,6.655,7.641,7.943,7.734,8.504,8.649,8.379,8.436,8.349,8.246
FMNH 88499,Cervidae,Mazama americana zetta,Mazama americana,Male,4.663,4.731,4.51,6.218,6.348,6.473,6.91,6.911,6.843,8.802,8.434,8.489,9.258,9.458,9.349,8.713,8.917,8.796
FMNH 89208,Cervidae,Mazama americana zetta,Mazama americana,Male,4.896,4.923,4.876,6.318,6.079,6.401,7.18,7.272,7.194,8.354,8.351,8.438,9.433,9.671,9.402,8.624,8.614,8.734
FMNH 79912,Cervidae,Mazama chunyi,Mazama chunyi,Female,3.182,3.184,3.048,4.069,4.198,4.241,5.315,5.665,5.548,5.926,5.997,5.874,6.27,6.27,6.278,6.25,6.241,6.102
FMNH 36759,Moschidae,Moschus sifanicus,Moschus sifanicus,Male,2.826,2.826,2.84,3.52,3.675,3.484,4.151,3.986,3.996,5.312,5.144,5.146,5.944,6.314,5.81,6.141,6.141,6.29
FMNH 36762,Moschidae,Moschus sifanicus,Moschus sifanicus,Unknown,2.339,2.173,2.5,3.515,3.837,3.67,4.512,4.666,4.833,5,5.002,5.333,6.346,6.066,6.335,5.842,5.842,8.952
FMNH 36761,Moschidae,Moschus sifaniens,Moschus sifanicus,Unknown,2.575,2.575,2.798,3.025,3.451,3.571,3.999,3.999,4.172,5.197,5.546,5.373,5.727,5.546,5.716,5.243,5.395,5.208
FMNH 36783,Bovidae,Naemorhedus sumatraensis milneedwardsi,Nemorhaedus sumatraensis,Male,6.222,5.84,6.361,7.993,8.111,8.348,8.868,9.012,9.374,10.257,10.392,10.122,10.494,10.527,10.311,8.443,8.704,8.705
FMNH 26704,Bovidae,Nemorhaedus goral griseus,Nemorhaedus goral,Male,3.958,3.675,3.881,5.261,5.287,5.151,5.096,5.365,5.516,8.084,8.272,8.352,7.995,7.607,7.414,7.976,8.116,7.886
FMNH 26706,Bovidae,Nemorhaedus goral griseus,Nemorhaedus goral,Male,3.495,3.6,3.406,4.837,4.977,4.967,5.683,5.939,5.998,6.3,6.64,6.237,6.719,6.581,6.631,6.898,7.242,7.188
FMNH 36788,Bovidae,Nemorhaedus goral griseus,Nemorhaedus goral,Male,4.121,3.985,4.002,4.767,4.469,4.521,6.085,6.491,6.368,8.106,8.052,7.85,7.717,7.802,7.673,7.889,7.922,7.991
FMNH 58839,Giraffidae,Okapia johnstoni,Okapia johnstoni,Female,8.458,8.815,8.25,12.373,12.732,12.552,14.209,14.353,14.594,16.105,15.832,16.09,15.421,15.958,15.557,16.519,16.637,16.731
FMNH 1477,Bovidae,Oreotragus oreotragus,Oreotragus oreotragus,Male,3.264,3.683,3.39,4.015,4.023,4.017,4.768,4.518,5.145,5.52,5.396,5.777,5.526,5.773,5.783,5.533,5.651,5.783
FMNH 26957,Bovidae,Oreotragus oreotragus saltatrixoides,Oreotragus oreotragus,Male,2.715,2.57,2.802,2.86,3.336,3.116,4.288,4.407,4.405,4.766,4.794,4.895,4.822,4.957,5.066,4.686,4.633,4.367
FMNH 19577,Bovidae,Oreotragus oreotragus schillingsi,Oreotragus oreotragus,Male,3.566,3.472,3.354,3.795,3.797,4.034,4.35,4.328,4.428,4.583,4.722,4.838,4.692,4.699,4.91,4.414,4.663,4.68
FMNH 19581,Bovidae,Oreotragus oreotragus schillingsi,Oreotragus oreotragus,Male,3.379,3.428,3.379,3.92,4.039,4.039,4.303,4.528,4.435,4.62,4.478,4.478,5.101,5.117,5.21,4.547,4.771,4.547
FMNH 19584,Bovidae,Oreotragus oreotragus schillingsi,Oreotragus oreotragus,Male,2.861,2.995,2.979,4.335,4.048,4.201,5.262,5.801,5.666,5.162,4.99,5.375,6.577,6.877,6.82,6.642,6.341,6.756
FMNH 127968,Bovidae,Oryx gazella beisa,Oryx beisa,Male,6.128,6.361,6.361,9.875,9.551,9.553,11.343,11.019,11.351,13.32,13.32,13.121,14.001,13.987,13.529,14.583,14.13,14.981
FMNH 1405,Bovidae,Oryx gazella beisa,Oryx beisa,Male,6.807,6.623,6.623,9.19,9.229,9.031,10.263,10.584,10.427,12.212,12.203,12.301,12.271,12.351,12.187,11.413,11.395,11.242
FMNH 22256,Bovidae,Oryx gazella callotis,Oryx gazella,Male,6.925,6.771,7.245,9.077,9.232,9.078,11.077,10.769,11.081,11.253,10.753,10.933,14.514,13.892,14.227,16.923,17.091,16.843
FMNH 26978,Bovidae,Oryx gazella gallarum,Oryx gazella,Male,6.328,6.82,6.404,9.893,9.528,9.528,11.694,11.55,12.001,12.538,12.54,12.294,14.205,13.902,14.501,13.102,12.934,13.341
FMNH 34446,Bovidae,Oryx gazella gazella,Oryx gazella,Male,9.046,9.046,9.258,12.239,11.48,11.882,14.876,15.061,15.146,15.823,15.748,16.001,15.983,16.575,16.408,16.422,16.982,16.655
FMNH 66875,Bovidae,Ourebia ourebia aequatoria,Ourebia ourebi,Male,2.451,2.579,2.322,3.224,3.106,3.095,4.256,3.998,4.127,4.983,5.008,4.911,5.711,5.84,5.663,5.437,5.556,5.595
FMNH 127972,Bovidae,Ourebia ourebia cottoni,Ourebia ourebi,Male,2.962,3.146,3.218,4.379,4.52,4.392,4.619,4.62,4.379,5.888,5.738,5.943,6.542,6.771,6.716,6.676,7.057,6.933
FMNH 8173,Bovidae,Ourebia ourebia montana,Ourebia ourebi,Male,3.234,3.358,3.11,4.101,4.226,3.985,4.242,4.228,4.101,5.07,5.116,5.243,5.857,5.895,5.778,5.429,5.19,5.334
FMNH 138841,Bovidae,Ovibos moschatus moschatus,Ovibos moschatus,Female,7.842,7.788,7.897,10.111,10.38,10.433,16.474,16.303,16.303,16.518,16.597,16.778,16.89,16.583,16.583,14.616,14.393,14.183
FMNH 25685,Bovidae,Ovis ammon karelini,Ovis ammon,Male,6.638,6.421,6.282,7.079,7.079,6.9,8.753,8.753,8.916,9.787,10.05,9.987,13.767,13.995,13.743,14.669,14.678,14.667
FMNH 57621,Bovidae,Ovis ammon karelini,Ovis ammon,Female,6.34,6.444,5.997,9.551,9.576,9.603,12.944,12.781,13.024,13.991,14.106,14.274,16.044,16.313,16.427,14.255,14.452,14.453
FMNH 25679,Bovidae,Ovis ammon polii,Ovis ammon,Male,5.456,5.061,5.456,6.006,6.185,6.265,7.774,7.614,7.949,9.016,9.377,9.339,9.898,9.894,9.892,11.14,10.965,11.151
FMNH 57255,Bovidae,Ovis aries aries,Ovis aries,Male,4.957,5.122,4.946,6.274,6.471,5.973,6.682,6.871,6.826,9.664,9.367,9.574,8.964,8.675,8.881,8.602,8.859,8.812
FMNH 58037,Bovidae,Ovis aries gmelini,Ovis aries,Male,5.292,5.587,5.585,7.285,7.271,7.252,8.153,8.308,8.151,9.456,9.601,9.5,9.978,9.978,9.5,9.183,9.257,9.316
FMNH 97971,Bovidae,Ovis aries laristanica,Ovis aries,Male,5.762,5.488,5.359,6.226,6.371,6.239,7.155,7.452,7.297,7.295,7.607,7.452,8.434,8.65,8.759,8.001,8.013,7.904
FMNH 58043,Bovidae,Ovis aries urmiana,Ovis aries,Male,5.573,5.641,5.598,6.367,6.653,6.655,8.074,7.896,8.05,10.082,9.969,9.922,8.992,9.003,8.944,8.992,9.264,9.01
FMNH 58048,Bovidae,Ovis aries urmiana,Ovis aries,Male,5.006,5.174,5.311,6.403,6.401,6.247,7.338,7.345,7.65,9.333,9.431,9.394,9.357,9.217,9.217,7.764,8.048,7.764
FMNH 97935,Bovidae,Ovis aries x vignei orientalis x dolgopo,Ovis aries,Female,6.282,6.306,6.312,7.043,6.976,6.678,7.938,8.34,8.192,9.855,9.414,9.784,8.759,8.643,8.643,9.357,9.038,9.086
FMNH 21862,Bovidae,Ovis canadensis mexicana,Ovis canadensis,Unknown,5.354,5.394,5.495,6.602,6.874,6.484,8.264,8.319,8.445,10.372,10.512,10.372,10.258,10.385,10.593,10.385,10.433,10.412
FMNH 6979,Bovidae,Ovis dalli dalli,Ovis dalli,Female,4.824,4.722,4.901,5.611,5.301,5.488,7.397,7.431,4.662,9.021,9.354,9.466,9.897,10.001,9.764,9.561,9.69,9.731
FMNH 6621,Bovidae,Ovis dalli kenaiensis,Ovis dalli,Male,4.957,5.054,4.789,5.946,5.852,6.031,7.988,7.986,7.961,10.163,10.018,10.018,10.248,10.38,10.309,9.514,9.308,9.486
FMNH 92955,Bovidae,Ovis nivicola,Ovis nivicola,Male,4.789,5.203,5.085,6.267,6.276,6.143,6.844,6.983,7.136,8.727,8.68,8.796,9.901,9.853,9.878,8.986,9.121,9.111
FMNH 58064,Bovidae,Ovis vignei dolgopolovi,Ovis vignei,Male,4.78,5.003,4.893,6.467,6.295,6.13,7.289,7.123,7.289,7.956,8.282,8.13,9.645,9.48,9.75,10.333,10.375,10.445
FMNH 97947,Bovidae,Ovis vignei dolgopolovi,Ovis vignei,Unknown,5.407,5.524,5.401,6.728,6.619,6.591,7.492,7.646,7.695,9.12,9.376,9.166,8.434,8.68,8.493,8.013,7.973,8.246
FMNH 24372,Bovidae,Pantholops hodgsonii,Pantholops hodgsonii,Male,,,,3.692,4.158,3.839,5.761,5.466,5.613,8.281,7.979,8.269,8.123,8.269,8.27,8.121,8.134,7.928
FMNH 25669,Bovidae,Pantholops hodgsonii,Pantholops hodgsonii,Male,,,,4.439,4.98,4.572,8.582,8.592,8.592,8.246,8.574,8.245,8.591,8.284,8.743,7.842,7.529,7.926
FMNH 25671,Bovidae,Pantholops hodgsonii,Pantholops hodgsonii,Male,,,,4.453,4.285,4.45,6.107,6.107,6.265,7.254,7.26,7.433,8.558,8.566,8.698,7.853,8.078,7.911
FMNH 62198,Bovidae,Cephalophus Philantomba maxwellii liberiensis,Philantomba maxwelli,Female,2.794,2.884,2.642,3.71,3.664,3.243,4.355,4.661,4.339,4.938,4.994,4.731,5.945,6.141,6.008,5.982,6.078,6.198
FMNH 27543,Bovidae,Cephalophus Philantomba monticola aequatorialis,Philantomba monticola,Male,2.95,2.841,2.611,2.991,3.001,2.915,2.419,2.941,2.59,3.914,3.743,3.743,4.664,4.5,4.599,4.489,4.5,4.642
FMNH 34285,Bovidae,Cephalophus Philantomba monticola schultzei,Philantomba monticola,Male,2.731,2.699,2.799,3.263,3.495,3.26,3.787,3.914,3.799,4.518,4.559,4.812,5.394,5.391,5.501,5.361,5.204,5.004
FMNH 26676,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,3.186,3.063,2.919,4.782,4.782,5.143,5.389,5.515,5.511,7.718,7.473,7.959,8.081,8.081,7.96,8.819,9.064,9.186
FMNH 26678,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,2.976,2.979,3.024,5.21,5.21,5.334,5.582,5.957,5.71,7.937,7.937,7.937,8.804,9.177,8.808,8.557,8.436,8.688
FMNH 26679,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Unknown,3.57,3.204,3.302,4.953,4.953,4.99,6.295,6.153,6.299,8.011,8.253,8.009,7.89,7.904,8.136,8.254,7.948,8.011
FMNH 26681,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Male,3.153,2.905,2.995,4.312,4.566,4.688,5.418,5.786,5.54,7.935,8.249,7.948,8.133,8.151,8.286,7.789,7.926,7.876
FMNH 26684,Bovidae,Procapra gutturosa gutturosa,Procapra gutturosa,Unknown,3.6,3.782,3.903,5.07,5.068,5.074,6.058,6.058,6.304,7.662,7.858,7.709,8.406,8.461,8.271,8.044,8.066,8.053
FMNH 25672,Bovidae,Pseudois nayaur nayaur,Pseudois nayaur,Male,4.578,4.427,4.581,5.232,5.406,5.562,6.706,6.712,6.706,9.158,9.18,8.961,10.171,9.98,10.143,9.785,9.86,9.758
FMNH 31134,Bovidae,Pseudois nayaur szechuanensis,Pseudois nayaur,Male,4.751,5.07,5.226,6.179,6.337,6.353,6.81,6.812,6.653,8.249,8.077,8.235,10.568,10.568,10.718,9.816,9.618,9.529
FMNH 31135,Bovidae,Pseudois nayaur szechuanensis,Pseudois nayaur,Male,4.854,4.863,5.027,6.431,6.42,6.42,6.932,6.939,6.932,8.489,8.836,8.318,10.082,9.977,9.963,9.71,9.71,9.592
FMNH 134366,Bovidae,Redunca arundinum arundinum,Redunca arundinum,Male,5.245,4.862,4.805,6.318,6.176,5.879,7.713,7.432,7.512,8.262,8.471,8.331,10.066,10.266,9.972,9.978,9.402,9.729
FMNH 127993,Bovidae,Redunca fulvorufula chanleri,Redunca fulvorufula,Male,3.855,3.588,3.588,4.697,4.549,4.541,5.683,5.748,5.41,7.293,7.988,7.707,8.212,7.977,8.285,7.599,7.375,7.391
FMNH 42105,Bovidae,Redunca redunca,Redunca redunca,Male,3.182,3,2.789,4.793,4.631,4.471,5.589,5.589,5.432,5.61,6.087,5.928,7.831,7.533,7.674,7.888,7.972,8.157
FMNH 7468,Bovidae,Redunca redunca wardi,Redunca redunca,Male,4.304,4.461,4.154,5.257,5.419,5.493,6.523,6.315,6.896,7.467,7.039,7.361,8.539,8.449,8.921,7.832,7.662,7.864
FMNH 46455,Bovidae,Rupicapra rupicapra,Rupicapra rupicapra,Male,3.93,3.927,3.927,4.792,4.954,4.808,5.634,5.985,5.975,7,7,7,7.457,7.669,7.293,7.993,8.154,8.26
FMNH 13369,Bovidae,Saiga tatarica,Saiga tatarica,Male,,,,4.492,4.344,4.2,5.664,5.793,5.503,8.604,8.997,8.713,7.385,7.543,7.681,7.841,7.687,7.912
FMNH 57323,Bovidae,Saiga tatarica,Saiga tatarica,Male,,,,3.766,3.858,3.507,4.92,5.19,4.92,8.533,8.657,8.716,8.788,9.019,9.075,8.719,8.469,8.772
FMNH 62830,Suidae,Sus barbatus ahoenobarbus,Sus barbatus,Male,5.687,5.666,5.974,7.44,7.44,7.431,9.195,9.245,9.104,10.496,10.497,10.491,14.044,14.164,14.315,16.6,16.421,14.679
FMNH 56475,Suidae,Sus barbatus mindanensis,Sus barbatus,Male,6.416,6.488,6.349,7.489,7.694,7.947,8.352,8.491,8.348,10.66,10.498,10.667,12.834,12.934,12.834,14.195,14.241,13.094
FMNH 41889,Suidae,Sus barbatus philippinensis,Sus philippensis,Female,5.31,5.316,5.461,6.112,6.474,6.461,8.442,8.479,8.649,12.177,12.974,12.015,15.124,15.134,15.497,14.997,14.945,14.795
FMNH 148196,Suidae,Sus cebifrons,Sus cebifrons,Male,5.1,5.178,5.21,6.029,6.049,6.188,7.466,7.641,7.315,10.235,10.166,10.346,13.516,13.516,13.516,14.947,14.944,15.047
FMNH 26961,Bovidae,Sylvicapra grimmia abyssinicus,Sylvicapra grimmia,Male,3.377,3.473,3.4,4.109,4.001,4.213,4.133,4.425,4.407,6.116,6.103,5.912,5.982,6.116,6.047,6.401,6.497,6.504
FMNH 27139,Bovidae,Sylvicapra grimmia abyssinicus,Sylvicapra grimmia,Female,3.178,3.424,3.337,4.311,4.055,4.201,4.005,4.182,4.007,5.78,5.972,5.487,6.639,6.707,6.701,6.691,6.524,6.751
FMNH 17840,Bovidae,Sylvicapra grimmia altivallis,Sylvicapra grimmia,Female,3.759,3.898,3.804,4.173,4.452,4.398,5.5425,5,4.807,6.357,6.382,6.317,7.181,7.478,7.401,7.129,7.207,7.008
FMNH 17787,Bovidae,Sylvicapra grimmia nyansae,Sylvicapra grimmia,Female,3.587,3.579,3.449,4.18,4.014,4.201,4.207,4.185,4.137,5.853,5.963,5.741,6.495,6.545,6.44,7.822,7.941,7.664
FMNH 17790,Bovidae,Sylvicapra grimmia nyansae,Sylvicapra grimmia,Male,3.676,3.676,3.9,4.653,4.6,4.123,5.255,5.71,5.301,5.939,6.201,5.872,7.114,7,7.301,5.888,6.01,6.241
FMNH 128001 ,Bovidae,Syncerus caffer caffer,Syncerus caffer,Male,9.191,9.344,9.239,13.175,12.986,13.374,16.129,16.251,15.93,17.74,17.642,17.942,18.382,18.072,18.444,18.693,19.104,18.868
FMNH 34547,Bovidae,Syncerus caffer caffer,Syncerus caffer,Male,8.12,8.552,8.378,13.338,13.531,13.717,17.385,16.811,17.197,19.055,18.701,18.756,18.926,19.398,19.315,18.604,18.784,18.648
FMNH 198366,Bovidae,Syncerus caffer nanus,Syncerus nanus,Female,10.002,10.16,10.328,13.027,12.957,12.951,14.996,15.325,15.117,18.585,18.393,18.773,19.355,19.542,19.652,18.032,18.39,17.923
FMNH 24324,Bovidae,Syncerus caffer nanus,Syncerus nanus,Female,9.154,8.929,9.193,13.939,13.47,13.067,16.643,16.992,16.992,17.339,17.336,17.352,18.859,19.24,19.248,19.353,18.885,18.747
FMNH 27522,Bovidae,Syncerus caffer nanus,Syncerus nanus,Male,9.07,9.618,9.449,12.073,12.208,12.582,13.883,14.242,13.872,16.598,16.871,16.871,17.313,17.431,17.621,17.08,17.449,17.493
FMNH 44063,Bovidae,Syncerus caffer nanus,Syncerus nanus,Female,8.283,8.322,8.293,11.921,11.517,11.342,13.791,13.81,13.992,16.566,16.971,16.567,19.12,19.345,19.446,18.325,18.403,17.983
FMNH 44067,Bovidae,Syncerus caffer nanus,Syncerus nanus,Male,8.742,9.138,8.932,11.37,11.567,11.567,14.953,15.004,14.847,15.504,15.568,15.688,15.821,15.634,15.772,17.093,17.365,17.19
FMNH 53866,Bovidae,Taurotragus derbianus derbianus,Taurotragus derbianus,Male,8.608,9.194,8.651,11.241,11.087,11.246,16.51,16.511,16.672,16.454,16.997,16.51,17.127,16.869,17.051,16.511,16.865,16.722
FMNH 34532,Bovidae,Taurotragus oryx livingstonei,Taurotragus oryx,Female,8.836,8.914,9.151,12.088,11.869,12.079,11.751,11.841,11.477,16.31,16.113,16.371,18.95,19.008,19.156,17.764,17.598,17.786
FMNH 34535,Bovidae,Taurotragus oryx livingstonei,Taurotragus oryx,Female,9.031,8.864,9.173,11.468,11.999,11.688,15.066,15.244,15.606,18.002,18.196,18.147,19.11,19.505,19.348,19.194,18.921,18.926
FMNH 128005,Bovidae,Taurotragus oryx pattersonias,Taurotragus oryx,Male,5.834,6.273,6.09,8.65,9.039,8.871,13.087,13.087,12.863,17.139,16.703,16.746,18.949,18.558,18.829,18.836,19.025,18.615
FMNH 20664,Bovidae,Taurotragus oryx pattersonias,Taurotragus oryx,Unknown,10.319,10.573,10.07,14.737,15.015,14.931,14.77,14.756,14.322,18.875,18.975,18.658,22.223,21.672,21.677,19.901,19.81,20.028
FMNH 30238,Bovidae,Tragelaphus angasi,Tragelaphus angasi,Male,5.617,5.108,5.555,6.413,6.577,6.413,7.325,7.791,7.629,9.006,9.344,9.252,11.415,11.177,11.034,11.238,11.599,11.84
FMNH 51777,Bovidae,Tragelaphus angasi,Tragelaphus angasi,Male,5.898,5.866,5.712,7.018,7.129,7.018,9.297,9.157,9.032,10.529,10.738,10.461,11.097,11.174,10.916,11.602,11.977,11.663
FMNH 65736,Bovidae,Tragelaphus angasi,Tragelaphus angasi,Unknown,5.927,5.497,5.07,7.356,7.206,7.192,8.991,8.84,8.99,9.673,10.047,9.95,11.42,11.514,11.296,11.654,11.748,11.654
FMNH 28482,Bovidae,Tragelaphus buxtoni,Tragelaphus buxtoni,Male,6.362,6.216,6.217,9.252,9.406,9.4,9.83,9.829,9.829,11.29,10.914,11.198,12.45,12.388,12.431,14.255,13.834,13.836
FMNH 105028,Bovidae,Tragelaphus imberbis australis,Tragelaphus imberbis,Male,7.266,7.543,7.716,8.797,8.506,8.651,8.777,8.66,8.851,10.985,11.062,11.021,11.924,11.924,11.943,12.637,12.523,12.433
FMNH 26940,Bovidae,Tragelaphus meneliki,Tragelaphus scriptus,Male,3.421,3.576,3.757,4.508,4.818,4.943,5.836,5.912,5.601,6.752,6.814,6.752,7.732,7.642,7.529,7.385,7.446,7.529
FMNH 38162,Bovidae,Tragelaphus scriptus ornatus,Tragelaphus scriptus,Male,4.835,4.806,5.002,6.468,7.029,6.476,7.389,7.391,8.046,8.121,8.238,8.298,9.059,9.193,9.265,9.708,9.509,9.493
FMNH 7038,Bovidae,Tragelaphus scrtiptus delamerei,Tragelaphus scriptus,Male,5.329,5.708,5.558,6.647,6.268,6.268,6.516,7.001,7.186,7.005,8.844,8.72,9.005,9.492,9.067,8.778,8.646,9.201
FMNH 101861,Bovidae,Tragelaphus spekii,Tragelaphus spekii,Male,4.916,5.476,5.385,6.895,6.513,6.887,8.708,8.169,8.284,10.12,10.351,10.524,12.109,11.983,12.094,11.374,11.931,11.741
FMNH 128017,Bovidae,Tragelaphus spekii sylvestris,Tragelaphus spekii,Male,5.15,5.615,5.185,8.01,8.154,8.154,9.36,9.517,9.668,11.712,11.897,11.693,13.601,13.768,14.055,13.954,14.181,14.125
FMNH 1412,Bovidae,Tragelaphus strepsiceros chora,Tragelaphus strepsiceros,Male,8.563,8.352,8.614,10.765,10.649,10.875,12.144,12.222,11.805,12.652,12.981,12.962,14.601,14.772,14.373,15.353,15.405,15.16
FMNH 26932,Bovidae,Tragelaphus strepsiceros chora,Tragelaphus strepsiceros,Male,10.055,9.822,9.602,11.669,11.664,11.491,12.36,12.191,12.536,13.763,13.598,13.657,14.484,14.948,14.993,14.65,14.516,14.501
FMNH 34431,Bovidae,Tragelaphus strepsiceros strepsiceros,Tragelaphus strepsiceros,Male,8.528,8.257,8.596,9.935,9.998,9.706,10.058,10.209,10.066,14.096,14.164,14.165,14.982,14.733,14.541,15.948,16.117,15.965
FMNH 48935,Tragulidae,Tragulus javanicus javanicus,Tragulus javanicus,Female,2.329,1.633,2.095,2.201,1.74,1.984,2.053,2.169,2.061,3.039,2.945,2.698,3.746,3.992,3.62,4.496,4.35,4.008
FMNH 68769,Tragulidae,Tragulus j. borneanus,Tragulus javanicus,Unknown,2.06,1.891,1.853,2.442,2.312,2.396,2.848,3.02,2.955,2.618,2.741,2.297,4.31,4.7,4.628,4.419,4.684,4.45
FMNH 98652,Tragulidae,Tragulus j.ravus,Tragulus javanicus,Male,1.849,1.944,1.947,2.918,2.708,2.702,2.7,2.7,2.7,3.486,3.772,3.442,4.675,4.385,4.441,4.461,4.664,4.701
FMNH 85915,Tragulidae,Tragulus javanicus borneanus,Tragulus javanicus,Female,2.539,2.711,2.901,3.031,2.903,2.091,3.456,3.456,3.455,3.891,4.007,3.991,5.006,5.211,5.107,5.078,5.005,5.217
FMNH 38013,Tragulidae,Tragulus k. affinis ,Tragulus kanchil,Male,2.015,1.596,2.021,2.128,1.876,1.985,2.325,2.301,2.342,2.849,2.675,2.807,3.313,3.204,3.441,3.728,3.529,3.873
FMNH 33529,Tragulidae,Tragulus kanchil kossi,Tragulus kanchil,Female,2.24,2.233,2.011,2.716,2.061,2.461,3.092,2.925,2.998,3.587,3.667,3.41,4.083,4.11,4.379,4.46,4.538,4.661
FMNH 11318,Tragulidae,Tragulus napu nigricans,Tragulus napu,Male,2.267,2.436,2.014,2.694,2.742,2.694,3.014,3.099,3.277,3.497,3.591,3.611,4.461,4.36,4.734,4.479,4.349,4.599
