species,specimen_name,Specimen no.,Formation,Locality,Side,Image No.,FO,LO,Repeat,# of meas.,P2_L,P2_W,P3_L,P3_W,P4_L,P4_W,M1_L,M1_W,M2_L,M2_W,M3_L,M3_W,p2_l,p2_w,p3_l,p3_w,p4_l,p4_w,m1_l,m1_w,m2_l,m2_w,m3_l,m3_w,upP,upM,loP,loM,Notes,Notes,Notes
Mesohippus sp.,Mesohippus sp.,UC 324,,"White River Badlands, SD",,DSC_2954,,,2,11,,,,,,,,,,,,,,,11.267,8.407,11.169,8.584,10.168,7.382,10.923,7.406,14.303,6.335,,,,35.12,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UC 324,,"White River Badlands, SD",,DSC_2954,,,3,11,,,,,,,,,,,,,,,11.366,8.337,11.082,8.582,10.209,7.126,10.996,7.251,14.203,6.413,,,,35.079,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,PM 8766,Brule,"Shannon Co., SD",,DSC_2957,,,1,7,,,,,,,10.454,13.584,10.223,12.829,9.228,10.816,,,,,,,,,,,,,,30.395,,,"Middle Oligocene, lower Brule, lower nodular",,
Mesohippus sp.,Mesohippus sp.,PM 8766,Brule,"Shannon Co., SD",,DSC_2957,,,2,7,,,,,,,10.309,13.517,10.375,12.818,9.55,10.354,,,,,,,,,,,,,,30.562,,,"Middle Oligocene, lower Brule, lower nodular",,
Mesohippus sp.,Mesohippus sp.,PM 8766,Brule,"Shannon Co., SD",,DSC_2957,,,3,7,,,,,,,10.304,13.487,10.141,13.025,9.228,10.264,,,,,,,,,,,,,,30.328,,,"Middle Oligocene, lower Brule, lower nodular",,
Mesohippus sp.,Mesohippus sp.,UM 761,,"White River Badlands, SD",,DSC_2963,,,1,7,9.395,10.707,11.306,12.293,11.68,12.907,,,,,,,,,,,,,,,,,,,31.889,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 761,,"White River Badlands, SD",,DSC_2963,,,2,7,9.436,11.119,11.804,12.218,11.344,13.007,,,,,,,,,,,,,,,,,,,31.545,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 761,,"White River Badlands, SD",,DSC_2963,,,3,7,9.664,10.877,11.059,12.064,11.223,12.726,,,,,,,,,,,,,,,,,,,32.004,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 764,,"White River Badlands, SD",,DSC_2966,,,1,4,,,,,,,,,,,,,,,,,,,,,12.052,7.467,14.796,7.321,,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 764,,"White River Badlands, SD",,DSC_2966,,,2,4,,,,,,,,,,,,,,,,,,,,,12.288,7.671,14.929,7.181,,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 764,,"White River Badlands, SD",,DSC_2966,,,3,4,,,,,,,,,,,,,,,,,,,,,11.714,7.901,14.882,7.185,,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 800,,,,DSC_2969,,,1,8,,,,,,,,,,,,,,,12.991,8.025,11.789,9.398,12.039,8.867,12.125,8.434,,,,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 800,,,,DSC_2969,,,2,8,,,,,,,,,,,,,,,13.179,8.144,11.664,9.146,12.165,8.812,12,8.522,,,,,,,Oligocene White River series,,
Mesohippus sp.,Mesohippus sp.,UM 800,,,,DSC_2969,,,3,8,,,,,,,,,,,,,,,13.081,8.141,12.023,9.23,11.913,8.781,12.376,8.482,,,,,,,Oligocene White River series,,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",left side,DSC_2972,36.8,32.7,1,13,9.446,,10.093,12.843,10.435,13.719,10.314,14.719,10.389,14.972,10.331,15.601,,,,,,,,,,,,,30.194,31.008,,,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",left side,DSC_2972,36.8,32.7,2,13,9.409,,10.247,12.053,10.35,14.083,10.141,15.018,10.286,15.077,10.052,15.84,,,,,,,,,,,,,30.003,30.983,,,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",left side,DSC_2972,36.8,32.7,3,13,9.357,,9.698,12.474,10.266,13.71,10.438,15.153,10.488,15.136,10.557,15.657,,,,,,,,,,,,,29.976,30.844,,,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",right side,DSC_2972,36.8,32.7,1,12,,12.173,10.021,11.974,9.296,12.194,10.689,13.863,10.592,14.236,10.774,14.607,,,,,,,,,,,,,,32.029,,,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",right side,DSC_2972,36.8,32.7,2,12,,11.497,9.837,11.728,9.453,12.429,10.816,14.038,10.792,14.349,10.565,14.489,,,,,,,,,,,,,,32.399,,,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",right side,DSC_2972,36.8,32.7,3,12,,11.469,9.949,12.541,9.627,12.361,10.523,13.844,10.864,14.33,10.397,14.725,,,,,,,,,,,,,,31.715,,,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",right side,DSC_2975,36.8,32.7,1,11,,,,,,,,,,,,,,,11.951,8.525,10.855,8.81,10.242,7.902,10.754,9.164,14.6,8.189,,,,35.693,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",right side,DSC_2975,36.8,32.7,2,11,,,,,,,,,,,,,,,12.288,8.955,11.229,8.628,9.977,8.221,10.738,9.103,14.615,8.341,,,,35.266,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",right side,DSC_2975,36.8,32.7,3,11,,,,,,,,,,,,,,,12.027,8.983,11.114,8.551,10.276,8.171,10.671,9.097,14.736,8.105,,,,35.937,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",left side,DSC_2978,36.8,32.7,1,11,,,,,,,,,,,,,,,11.197,9.635,10.098,9.14,10.361,8.417,10.125,8.56,14.663,8.012,,,,35.95,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",left side,DSC_2978,36.8,32.7,2,11,,,,,,,,,,,,,,,10.796,9.644,10.176,9.153,10.327,8.417,10.213,8.778,14.617,8.004,,,,35.823,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,UM 289,Brule,"Sioux Co., NE",left side,DSC_2978,36.8,32.7,3,11,,,,,,,,,,,,,,,10.812,9.659,10.274,9.529,10.627,8.421,10.318,8.554,14.511,7.781,,,,35.792,"Middle Oligocene, lower Brule",Hat Creek Basin,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",right side,DSC_2981,36.8,32.7,1,14,9.438,9.763,10.053,12.947,9.948,13.488,9.499,12.228,10.187,13.853,9.634,13.081,,,,,,,,,,,,,29.212,29.598,,,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",right side,DSC_2981,36.8,32.7,2,14,9.177,9.961,9.99,12.839,9.998,13.509,9.681,12.054,10.303,13.969,9.722,13.023,,,,,,,,,,,,,29.027,29.219,,,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",right side,DSC_2981,36.8,32.7,3,14,9.298,10.208,9.99,12.981,9.995,13.627,9.503,12.304,10.079,13.801,9.701,13.051,,,,,,,,,,,,,29.135,29.348,,,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",left side,DSC_2981,36.8,32.7,1,14,9.792,11.534,10.191,13.155,10.35,14.504,9.576,13.941,10.326,14.701,9.845,13.413,,,,,,,,,,,,,29.882,29.804,,,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",left side,DSC_2981,36.8,32.7,2,14,9.69,11.678,10.181,13.323,10.193,14.376,9.661,14.141,10.41,14.748,9.716,13.352,,,,,,,,,,,,,29.876,29.676,,,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",left side,DSC_2981,36.8,32.7,3,14,9.842,11.578,10.032,13.443,10.141,14.268,9.809,14.087,10.491,14.726,9.836,13.654,,,,,,,,,,,,,29.871,29.887,,,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",left side,DSC_2984,36.8,32.7,1,14,,,,,,,,,,,,,9.632,6.486,9.888,8.327,10.095,9.097,9.191,7.337,10.351,7.164,14.236,7.664,,,29.759,33.602,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",left side,DSC_2984,36.8,32.7,2,14,,,,,,,,,,,,,10.06,6.471,9.994,8.193,10.079,9.062,9.258,7.473,10.25,7.654,14.336,7.621,,,30.206,33.356,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",left side,DSC_2984,36.8,32.7,3,14,,,,,,,,,,,,,10,6.513,10.117,8.288,10.124,9.008,9.004,7.347,10.332,7.437,14.36,7.39,,,30.026,33.392,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",right side,DSC_2984,36.8,32.7,1,14,,,,,,,,,,,,,9.568,6.811,10.366,8.462,10.294,9.108,9.537,7.483,10.558,7.184,14.399,6.925,,,30.037,33.489,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",right side,DSC_2984,36.8,32.7,2,14,,,,,,,,,,,,,9.461,6.655,10.256,8.363,10.45,9.209,9.319,7.602,9.967,7.427,14.316,7.057,,,29.818,33.64,"Middle Oligocene, lower Brule",Cain Creek,
Mesohippus bairdi,Mesohippus bairdi,PM 12025,Brule,"Pennington Co., SD",right side,DSC_2984,36.8,32.7,3,14,,,,,,,,,,,,,9.474,6.774,10.407,8.744,10.532,9.332,9.457,7.469,10.336,7.469,14.176,7.116,,,29.812,33.433,"Middle Oligocene, lower Brule",Cain Creek,
Miohippus intermedius,Miohippus intermedius,PM 15387,Brule,"Badlands, SD",,DSC_2987,32.6,25.9,1,4,,,,,,,,,,,,,,,,,,,16.189,11.643,16.948,11.463,,,,,,,Late Oligocene upper Brule,,
Miohippus intermedius,Miohippus intermedius,PM 15387,Brule,"Badlands, SD",,DSC_2987,32.6,25.9,2,4,,,,,,,,,,,,,,,,,,,16.059,11.741,16.836,11.675,,,,,,,Late Oligocene upper Brule,,
Miohippus intermedius,Miohippus intermedius,PM 15387,Brule,"Badlands, SD",,DSC_2987,32.6,25.9,3,4,,,,,,,,,,,,,,,,,,,16.315,11.651,16.912,11.779,,,,,,,Late Oligocene upper Brule,,
Miohippus sp.,Miohippus sp.,PM 3920,Brule,,,DSC_2990,32.6,25.9,1,14,,,,,,,,,,,,,13.426,9.147,12.701,10.582,12.95,11.456,13.359,9.798,14.14,9.944,15.568,8.381,,,38.217,45.608,Late Oligocene upper Brule,,
Miohippus sp.,Miohippus sp.,PM 3920,Brule,,,DSC_2990,32.6,25.9,2,14,,,,,,,,,,,,,13.315,9.155,12.697,10.604,12.741,11.37,13.445,9.764,14.007,9.836,15.624,8.083,,,38.422,45.582,Late Oligocene upper Brule,,
Miohippus sp.,Miohippus sp.,PM 3920,Brule,,,DSC_2990,32.6,25.9,3,14,,,,,,,,,,,,,13.345,9.08,12.738,10.5,13.033,11.456,13.652,9.774,14.222,9.872,15.887,8.317,,,38.34,45.86,Late Oligocene upper Brule,,
Mesohippus exoletus,Mesohippus trigonostylus,P 12855,Brule,"Badlands, SD",,DSC_2995,35.5,34.6,1,11,,,,,,,,,,,,,,,11.055,8.182,11.096,8.564,10.918,8.048,11.066,7.475,13.588,6.854,,,,35.318,"Middle Oligocene, lower Brule",Mesohippus exoletus in paleodb,
Mesohippus exoletus,Mesohippus trigonostylus,P 12855,Brule,"Badlands, SD",,DSC_2995,35.5,34.6,2,11,,,,,,,,,,,,,,,10.758,8.288,11.042,8.676,10.833,8.138,10.978,7.578,13.657,7.06,,,,35.2,"Middle Oligocene, lower Brule",Mesohippus exoletus in paleodb,
Mesohippus exoletus,Mesohippus trigonostylus,P 12855,Brule,"Badlands, SD",,DSC_2995,35.5,34.6,3,11,,,,,,,,,,,,,,,11.048,8.296,11.087,8.635,11.011,8.177,11.069,7.938,13.38,6.865,,,,34.893,"Middle Oligocene, lower Brule",Mesohippus exoletus in paleodb,
Mesohippus exoletus,Mesohippus trigonostylus,P 12855,Brule,"Badlands, SD",,DSC_2998,35.5,34.6,1,11,9.934,12.153,11.085,13.585,10.802,14.274,,,10.812,13.543,9.853,12.174,,,,,,,,,,,,,30.942,,,,"Middle Oligocene, lower Brule",Mesohippus exoletus in paleodb,
Mesohippus exoletus,Mesohippus trigonostylus,P 12855,Brule,"Badlands, SD",,DSC_2998,35.5,34.6,2,11,9.846,12.203,10.761,13.734,10.864,14.183,,,10.824,13.712,9.935,12.01,,,,,,,,,,,,,31.229,,,,"Middle Oligocene, lower Brule",Mesohippus exoletus in paleodb,
Mesohippus exoletus,Mesohippus trigonostylus,P 12855,Brule,"Badlands, SD",,DSC_2998,35.5,34.6,3,11,9.932,12.341,11.075,13.571,10.968,14.237,,,10.892,13.716,10.046,12.173,,,,,,,,,,,,,30.961,,,,"Middle Oligocene, lower Brule",Mesohippus exoletus in paleodb,
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",left side,DSC_3007,36.8,32.7,1,14,,,,,,,,,,,,,11.547,7.099,11.261,8.873,10.944,9.525,11.452,8.522,12.393,8.083,15.93,7.711,,,33.814,40.593,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",left side,DSC_3007,36.8,32.7,2,14,,,,,,,,,,,,,11.329,7.125,11.221,8.961,11.003,9.543,11.536,8.489,12.394,8.324,16.148,7.792,,,33.814,40.475,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",left side,DSC_3007,36.8,32.7,3,14,,,,,,,,,,,,,11.565,7.11,11.357,9.048,10.857,9.556,11.781,8.028,12.189,8.665,16.392,7.597,,,33.693,40.153,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",right side,DSC_3007,36.8,32.7,1,14,,,,,,,,,,,,,11.405,7.155,11.5,8.63,11.651,9.618,12.162,8.374,12.148,8.316,17.111,7.451,,,34.088,40.619,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",right side,DSC_3007,36.8,32.7,2,14,,,,,,,,,,,,,11.614,7.202,11.75,8.8,11.839,9.676,11.939,8.374,12.069,8.483,16.978,7.578,,,34.194,40.774,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",right side,DSC_3007,36.8,32.7,3,14,,,,,,,,,,,,,11.508,7.247,11.607,8.625,12.017,9.68,12.268,8.489,12.033,8.234,16.901,7.617,,,34.469,40.69,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",right side,DSC_3010,36.8,32.7,1,14,11.024,12.571,11.947,14.903,12.261,15.763,12.579,15.157,11.731,16.692,10.995,15.221,,,,,,,,,,,,,34.126,34.92,,,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",right side,DSC_3010,36.8,32.7,2,14,11.05,12.683,11.625,15.054,12.134,15.825,12.626,15.303,11.816,16.698,11.099,15.287,,,,,,,,,,,,,34.343,35.002,,,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",right side,DSC_3010,36.8,32.7,3,14,11.348,12.787,11.695,15.052,12.087,15.752,12.539,15.244,11.82,16.469,10.761,15.25,,,,,,,,,,,,,34.288,34.572,,,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",left side,DSC_3010,36.8,32.7,1,14,11.231,13.038,11.49,15.146,12.131,15.895,13.121,15.584,11.43,16.89,11.653,15.523,,,,,,,,,,,,,34.481,35.352,,,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",left side,DSC_3010,36.8,32.7,2,14,11.064,12.983,11.477,15.141,11.865,15.796,13.117,15.098,11.838,16.56,11.472,15.617,,,,,,,,,,,,,34.409,35.519,,,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus bairdi,Mesohippus bairdi,P 27240,Brule,"Pennington Co., SD",left side,DSC_3010,36.8,32.7,3,14,11.194,13.207,11.465,15.275,12.299,15.965,13.122,15.173,11.882,16.6,11.47,15.738,,,,,,,,,,,,,34.74,35.803,,,"Middle Oligocene, lower Brule","4 mi. S of Scenic, S of Conata Rd.",
Mesohippus sp.,Mesohippus sp.,PM 59517,,,right side,DSC_3014,,,1,14,,,,,,,,,,,,,11.49,7.465,11.768,8.453,11.777,8.527,11.787,8.893,13.778,8.684,17.932,8.312,,,34.335,43.584,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,right side,DSC_3014,,,2,14,,,,,,,,,,,,,11.013,7.348,11.614,8.329,11.946,8.616,12.129,8.684,13.522,8.85,17.931,8.271,,,34.43,43.576,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,right side,DSC_3014,,,3,14,,,,,,,,,,,,,11.013,7.312,11.527,8.371,12.03,8.506,12.13,9.058,13.482,8.933,17.779,8.459,,,34.748,43.528,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,left side,DSC_3014,,,1,11,,,,,,,,,,,,,11.199,7.967,11.886,7.784,12.236,9.262,12.781,8.831,12.545,8.617,,,,,34.809,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,left side,DSC_3014,,,2,11,,,,,,,,,,,,,10.9,7.693,11.597,7.763,12.08,9.186,13.029,8.915,12.968,8.713,,,,,34.938,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,left side,DSC_3014,,,3,11,,,,,,,,,,,,,10.875,7.881,12.108,7.768,12.162,9.385,13.046,8.878,13.046,9.044,,,,,34.751,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,right side,DSC_3017,,,1,11,9.58,12.373,11.678,13.633,12.272,14.873,12.914,15.062,12.391,16.352,,,,,,,,,,,,,,,34.991,,,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,right side,DSC_3017,,,2,11,10.034,12.152,12.195,13.77,12.495,15.083,13.015,15.209,12.677,16.245,,,,,,,,,,,,,,,34.032,,,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,right side,DSC_3017,,,3,11,10.323,11.998,12.304,13.727,12.51,15.42,12.357,15.241,12.804,16.191,,,,,,,,,,,,,,,34.609,,,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,left side,DSC_3017,,,1,11,10.601,12.887,11.806,13.591,12.543,15.412,12.554,15.282,12.634,16.668,,,,,,,,,,,,,,,34.77,,,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,left side,DSC_3017,,,2,11,10.641,12.911,12.079,13.4,12.316,15.463,12.714,15.165,12.958,16.414,,,,,,,,,,,,,,,34.991,,,,Tertiary; USA,,
Mesohippus sp.,Mesohippus sp.,PM 59517,,,left side,DSC_3017,,,3,11,10.811,12.863,11.809,13.506,12.243,15.259,13.148,15.311,12.875,16.59,,,,,,,,,,,,,,,34.684,,,,Tertiary; USA,,
Miohippus sp.,Miohippus sp.,PM 500,Brule,"Badlands, SD",,DSC_3020,,,1,11,,,,,,,,,,,,,13.988,10.286,14.988,12.282,15.216,12.742,14.304,10.845,15.061,10.588,,,,,44.634,,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,PM 500,Brule,"Badlands, SD",,DSC_3020,,,2,11,,,,,,,,,,,,,13.78,10.658,14.863,12.121,15.084,12.7,14.49,10.91,15.263,10.528,,,,,44.548,,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,PM 500,Brule,"Badlands, SD",,DSC_3020,,,3,11,,,,,,,,,,,,,14.245,10.37,14.696,12.307,14.897,12.58,14.487,10.705,15.092,10.524,,,,,44.505,,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,P 12547,Brule,"Badlands, SD",,DSC_3024,,,1,11,,,,,,,,,,,,,,,14.616,12.328,14.868,13.612,15.436,11.928,16.173,11.598,21.655,11.296,,,,52.614,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,P 12547,Brule,"Badlands, SD",,DSC_3024,,,2,11,,,,,,,,,,,,,,,14.205,12.416,15.153,13.24,14.992,11.893,15.975,11.765,21.911,11.258,,,,52.615,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,P 12547,Brule,"Badlands, SD",,DSC_3024,,,3,11,,,,,,,,,,,,,,,14.327,12.664,14.977,13.372,15.232,11.803,15.942,11.861,21.634,11.055,,,,52.619,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,P 12546,Brule,"Badlands, SD",,DSC_3026,,,1,14,,,,,,,,,,,,,12.379,8.862,12.935,11.139,13.225,11.717,13.062,9.921,12.719,10.423,19.343,10.39,,,37.95,44.541,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,P 12546,Brule,"Badlands, SD",,DSC_3026,,,2,14,,,,,,,,,,,,,12.234,8.8,12.824,11.345,13.248,11.802,12.715,10.338,12.447,10.271,19.342,10.196,,,37.785,44.486,Late Oligocene upper Brule,White River basin,
Miohippus sp.,Miohippus sp.,P 12546,Brule,"Badlands, SD",,DSC_3026,,,3,14,,,,,,,,,,,,,12.344,8.8,12.816,11.097,13.174,11.843,12.547,10.054,12.641,10.569,19.276,10.16,,,37.839,44.625,Late Oligocene upper Brule,White River basin,
Hypertragulus sp.,Hypertragulus sp.,615-27158,,"Sioux Co., NE",,DSCN 1839,,,1,7,,,,,,,,,,,,,,,,,,,4.304,3.289,5.311,4.135,8.487,4.285,,,,18.163,"B. Parson's ranch, SW of Large Stock Dam",20' above middle band,
Hypertragulus sp.,Hypertragulus sp.,615-27158,,"Sioux Co., NE",,DSCN 1839,,,2,7,,,,,,,,,,,,,,,,,,,4.427,3.266,5.247,4.142,8.519,4.188,,,,18.105,"B. Parson's ranch, SW of Large Stock Dam",20' above middle band,
Hypertragulus sp.,Hypertragulus sp.,615-27158,,"Sioux Co., NE",,DSCN 1839,,,3,7,,,,,,,,,,,,,,,,,,,4.266,3.237,5.247,4.072,8.44,4.197,,,,18.192,"B. Parson's ranch, SW of Large Stock Dam",20' above middle band,
Hypertragulus sp.,Hypertragulus sp.,615-27168,Brule,"Sioux Co., NE",,DSCN 1866,,,1,4,,,,,,,,,,,,,,,,,,,,,5.602,3.79,8.73,3.953,,,,,B. Parson's ranch,25' above upper band,
Hypertragulus sp.,Hypertragulus sp.,615-27168,Brule,"Sioux Co., NE",,DSCN 1866,,,2,4,,,,,,,,,,,,,,,,,,,,,5.76,3.74,8.723,4.018,,,,,B. Parson's ranch,25' above upper band,
Hypertragulus sp.,Hypertragulus sp.,615-27168,Brule,"Sioux Co., NE",,DSCN 1866,,,3,4,,,,,,,,,,,,,,,,,,,,,5.829,3.845,8.723,4.088,,,,,B. Parson's ranch,25' above upper band,
Hypertragulus sp.,Hypertragulus sp.,540-24592,Brule,,,DSCN 1869,,,1,4,,,,,,,,,,,,,,,,,,,,,5.857,4.217,8.496,4.312,,,,,Warbonnet ranch,,
Hypertragulus sp.,Hypertragulus sp.,540-24592,Brule,,,DSCN 1869,,,2,4,,,,,,,,,,,,,,,,,,,,,6.042,3.993,8.155,4.339,,,,,Warbonnet ranch,,
Hypertragulus sp.,Hypertragulus sp.,540-24592,Brule,,,DSCN 1869,,,3,4,,,,,,,,,,,,,,,,,,,,,5.989,4.202,8.324,4.314,,,,,Warbonnet ranch,,
Hypertragulus sp.,Hypertragulus sp.,615-27111,Brule,"Sioux Co., NE",,DSCN 1872,,,1,9,,,,,3.479,4.331,5.167,5.28,5.381,6.507,5.467,6.855,,,,,,,,,,,,,,16.229,,,Grimm ranch,5' below upper band,
Hypertragulus sp.,Hypertragulus sp.,615-27111,Brule,"Sioux Co., NE",,DSCN 1872,,,2,9,,,,,3.561,4.305,5.3,5.192,5.264,6.487,5.376,6.737,,,,,,,,,,,,,,16.066,,,Grimm ranch,5' below upper band,
Hypertragulus sp.,Hypertragulus sp.,615-27111,Brule,"Sioux Co., NE",,DSCN 1872,,,3,9,,,,,3.481,4.36,5.112,5.193,5.383,6.446,5.256,6.682,,,,,,,,,,,,,,15.905,,,Grimm ranch,5' below upper band,
Hypertragulus sp.,Hypertragulus sp.,611-26674,Brule,"Sioux Co., NE",,DSCN 1883,,,1,9,,,,,,,,,,,,,,,,,4.819,2.723,5.409,4.166,6.13,5.018,9.75,4.733,,,,20.996,Hall ranch,10' above middle banded layer,
Hypertragulus sp.,Hypertragulus sp.,611-26674,Brule,"Sioux Co., NE",,DSCN 1883,,,2,9,,,,,,,,,,,,,,,,,5.043,2.71,5.548,4.085,6.13,4.957,9.819,4.84,,,,20.932,Hall ranch,10' above middle banded layer,
Hypertragulus sp.,Hypertragulus sp.,611-26674,Brule,"Sioux Co., NE",,DSCN 1883,,,3,9,,,,,,,,,,,,,,,,,4.95,2.601,5.281,4.213,6.02,5.196,9.843,4.715,,,,20.974,Hall ranch,10' above middle banded layer,
Barbouromeryx trigonocorneus,Parablastomeryx galushi,F:AM 33775,Marsland,"Dawes Co., NE",right side,DSCN 1898,20.4,20.4,1,14,8.562,4.933,7.94,8.9,7.019,9.03,9.427,10.718,11.137,12.466,8.458,12.628,,,,,,,,,,,,,24.306,27.215,,,"Sec. 10, Hay Springs area",,
