Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO,,,,,,,,,,,,,,,,,,,
1239,AUS,,Rodentia,Muridae,Rattus,leucopus,,Cape York Rat,2.121,132,59,valid,extant,LC,2008,Ginsect/frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1240,AUS,,Rodentia,Muridae,Rattus,lutreolus,,Australian Swamp Rat,2.025,106,59,valid,extant,LC,2008,Browse/frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1380,AUS,,Rodentia,Muridae,Rattus,norvegicus,Rattus caraco  |Rattus caspius  |Rattus decimallus  ,Brown Rat,2.505,320,59,valid,introduction,LC,2008,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1381,AUS,,Rodentia,Muridae,Rattus,rattus,,"House Rat, Ship Rat, Roof Rat, Black Rat",2.447,280,59,valid,introduction,LC,2015,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1241,AUS,,Rodentia,Muridae,Rattus,sordidus,,"Canefield Rat, Dusky Field Rat",2.197,157.5,59,valid,extant,LC,2008,Browse/frug/ginsect,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1242,AUS,,Rodentia,Muridae,Rattus,tunneyi,,Pale Field Rat,2.093,124,59,valid,extant,LC,2008,Browse,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1243,AUS,,Rodentia,Muridae,Rattus,villosissimus,,Long-haired Rat,2.127,134,59,valid,extant,LC,2008,Frug/browse,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1286,AUS,,Rodentia,Muridae,Uromys,caudimaculatus,,"White-tailed Giant Rat, Mottled-tailed Giant Rat, Giant White-tailed Rat",2.81,646,59,valid,extant,LC,2008,Frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1287,AUS,,Rodentia,Muridae,Uromys,hadrourus,,"Pygmy White-tailed Rat, Masked White-tailed Rat, Thornton Peak Melomys",2.288,194,59,valid,extant,NT,2016,Frug/ginsect,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1291,AUS,,Rodentia,Muridae,Xeromys,myoides,,"Water Mouse, False Water-rat",1.613,41,59,valid,extant,VU,2008,Ginsect,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1292,AUS,,Rodentia,Muridae,Zyzomys,argurus,,"Common Rock Rat, Silver-tailed Rock Rat",1.556,36,59,valid,extant,LC,2008,Browse/frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1293,AUS,,Rodentia,Muridae,Zyzomys,maini,,"Arnhem Rock-rat, Arnhem Land Rock Rat",1.973,94,59,valid,extant,NT,2008,Frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1294,AUS,,Rodentia,Muridae,Zyzomys,palatilis, , ,2.09,123,59,,extant, , ,Frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1295,AUS,,Rodentia,Muridae,Zyzomys,pedunculatus,,"Central Rock-rat, Macdonnell Range Rock-rat",2,100,59,valid,extant,CR,2016,Frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1296,AUS,,Rodentia,Muridae,Zyzomys,woodwardi,,"Kimberley Rock Rat, Kimberly Rock Rat",2.134,136,59,valid,extant,LC,2016,Frug,t4,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1076,AUS,,Sirenia,Dugongidae,Dugong,dugon,,"Dugong, Sea Cow",5.623,420000,59,valid,extant,VU,2015,Graze,wp,marine,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1422,EA,,Artiodactyla,Bovidae,Antilope,cervicapra,,Blackbuck,4.574,37500,68,valid,extant,NT,2008,Graze,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1463,EA,,Artiodactyla,Bovidae,Bison,bonasus,,"European Bison, Wisent",5.699,5.00E+05,68,valid,extant,VU,2008,graze,same as congeners,terr,Unchanged taxonomy.,Good taxonomy,Crees et al 2016,,,,,,,,,,,,,,,,,,,,
2435,EA,europe,Artiodactyla,Bovidae,Bison,priscus,,steppe bison,5.719,523600.437,165,valid,extinct,EX,,graze,t2,terr,,Good taxonomy,PBDB; W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas;  Stuart and Lister 2012,,,,,,,,,,,,,,,,,,,,
1469,EA,,Artiodactyla,Bovidae,Bos,frontalis, ,gayal,5.903,8.00E+05,68,,extant,LC,not,Graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1470,EA,,Artiodactyla,Bovidae,Bos,grunniens, , ,5.522,333000,68,,extant,LC,not,graze,t2,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1471,EA,,Artiodactyla,Bovidae,Bos,javanicus,Bos birmanicus  |Bos lowi  ,"Banteng, Tembadau",5.845,7.00E+05,75,valid,extant,EN,2008,Graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1472,EA,,Artiodactyla,Bovidae,Bos,sauveli,,"Kouprey, Grey Ox",5.903,8.00E+05,136,valid,extant,CR,2008,Graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1473,EA,,Artiodactyla,Bovidae,Bos,taurus," Bos primigenius, Bos indicus",cattle,5.954,9.00E+05,114,,extant,LC,not, , , ,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1474,EA,,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,"Nilgai, Bluebuck",5.228,169000,68,valid,extant,LC,2008,Graze/browse,adw,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1476,EA,,Artiodactyla,Bovidae,Bubalus,bubalis,,water buffalo,4.574,37500,111,valid,extant,LC,,Graze,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1477,EA,NE Chi ,Artiodactyla,Bovidae,Bubalus,mephistopheles, ,Short-horned water buffalo ,-999,-999,-999,,extinct,EX, ,,,,Species  me change. Listing all species in the genus: bubalis or depressicornis or mindorensis or quarlesi,,,,,,,,,,,,,,,,,,,,,,
1478,EA,,Artiodactyla,Bovidae,Budorcas,taxicolor,,Takin,5.48,302000,68,valid,extant,VU,2008,Graze/browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1501,EA,,Artiodactyla,Bovidae,Capra,caucasica,,"Western Tur, West Caucasian Tur, Tur",4.74,55000,68,valid,extant,EN,2008,browse/graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1502,EA,,Artiodactyla,Bovidae,Capra,cylindricornis,,"Eastern Tur, East Caucasian Tur",4.699,50000,68,,extant,NT,2016,browse/graze,same as congeners,terr,Species name change. ,Tur merger of 3 subspecies including [Capra caucasica cylindricornis],MSW3,DELETE:combine with Capra caucasica,,,,,,,,,,,,,,,,,,,
1503,EA,,Artiodactyla,Bovidae,Capra,falconeri,Aegoceros falconeri,Markhor,4.613,41000,68,valid,extant,NT,2016,browse/graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1504,EA,,Artiodactyla,Bovidae,Capra,hircus,,domestic goats,4.875,75000,111,valid,extant,LC,,browse/graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1505,EA,,Artiodactyla,Bovidae,Capra,ibex,,"Alpine Ibex, Ibex",4.841,69333.333,114_ 115,valid,extant,LC,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1506,EA,,Artiodactyla,Bovidae,Capra,nubiana,,Nubian Ibex,4.665,46250,136,valid,extant,VU,2008,browse/graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1507,EA,Europe,Artiodactyla,Bovidae,Capra,pyrenaica,,"Iberian Wild Goat, Spanish Ibex, Pyrenean Ibex",4.699,50000,134,valid,extant,LC,2008,browse/graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1508,EA,,Artiodactyla,Bovidae,Capra,sibirica,Capra sibrica  ,"Siberian Ibex, Himalayan Ibex, Asiatic Ibex",5.114,130000,104,valid,extant,LC,2008,browse/graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2017,EA,,Artiodactyla,Bovidae,Capricornis,sumatraensis,Capricornis sumatraensis subspecies sumatraensis,"Sumatran Serow, Serow",4.942,87500,68,valid,extant,VU,2008,Graze/browse,t5,terr,Genus level change. ,genus merge; Naemorhedus sumatraensis is now Capricornis sumatraensis,IUCN redlist,,,,,,,,,,,,,,,,,,,,
2448,EA,Saudi Arabia,Artiodactyla,Bovidae,Gazella,arabica,,Arabian Gazelle,4.079,12000,143,valid,historical,DD,2008,Browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1663,EA,Iran to NW India,Artiodactyla,Bovidae,Gazella,bennettii,,"Chinkara, Indian Gazelle",4.277,18916.667,133,valid,extant,LC,2008,Browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2449,EA,N Yemen,Artiodactyla,Bovidae,Gazella,bilkis,,"Queen of Sheba's Gazelle, Yemen Gazelle",4.686,48500,56,valid,historical,EX,2008,Browse,same as congeners,terr,,,,,,,,,,,,,,,,,,,,,,,
1664,EA,S Israel,Artiodactyla,Bovidae,Gazella,dorcas,,Dorcas Gazelle,4.362,23000.115,65,valid,extant,VU,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1665,EA,,Artiodactyla,Bovidae,Gazella,gazella,,"Mountain Gazelle, Idmi",4.362,23000,115,valid,extant,VU,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1666,EA,Saudi Arabia_ Kuwait_ S. Iraq (extinct in wild),Artiodactyla,Bovidae,Gazella,saudiya,Gazella dorcas subspecies saudiya,Saudi Gazelle,4.204,16000,143,valid,historical,EX,2008,Browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1667,EA,,Artiodactyla,Bovidae,Gazella,subgutturosa,,Goitered Gazelle,4.455,28500,91,valid,extant,VU,2008,Browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1695,EA,India,Artiodactyla,Bovidae,Hemitragus,hylocrius, Nilgiritragus hylocrius,nilgiri tahr; Nilyiri wild Goat,4.875,75000,136,,extant,EN,2008,Graze/browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1696,EA,Oman_ United Arab Emirates,Artiodactyla,Bovidae,Hemitragus,jayakari, Arabitragus jayakari,arabian tahr,4.362,23000,136,,extant,EN,2008,Graze/browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1697,EA,,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,Himalayan Tahr,4.547,35200,68,valid,extant,NT,2008,Graze/browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2014,EA,China_ India,Artiodactyla,Bovidae,Naemorhedus,baileyi,,Red Goral,4.439,27487.5,215,valid,extant,VU,2008,Graze/browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2015,EA,Russia_ China_ Burma_ Thailand,Artiodactyla,Bovidae,Naemorhedus,caudatus,,"Long-tailed Goral, Chinese Goral",4.431,27000,144,valid,extant,VU,2008,Graze/browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2016,EA,,Artiodactyla,Bovidae,Naemorhedus,goral,,"Himalayan Goral, Goral",4.455,28500,68,valid,extant,NT,2008,Graze/browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2077,EA,,Artiodactyla,Bovidae,Oryx,dammah,,Scimitar-horned Oryx,5.301,200000.002,60,valid,extant,EW,2008,graze/browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2078,EA,,Artiodactyla,Bovidae,Oryx,leucoryx,,"Arabian Oryx, White Oryx",4.943,87700,68,valid,extant,VU,2011,graze/browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2082,EA,,Artiodactyla,Bovidae,Ovibos,moschatus,,"Muskox, Musk Ox",5.495,312500,111,valid,historical,EX,,Graze,t2,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2083,EA,,Artiodactyla,Bovidae,Ovis,ammon,,"Argali, Wild Sheep",5.255,180000,68,valid,extant,NT,2008,Graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2084,EA,,Artiodactyla,Bovidae,Ovis,aries,"Mouflon, Red Sheep, Cyprian Wild Sheep, Cyprus Mouflon, Urial",domestic sheep,4.699,50000,68,,extant,LC, ,Graze,same as congeners,terr,Unchanged taxonomy.,,,CHECK MASS; add in mass of Ovis vignei,,,,,,,,,,,,,,,,,,,
2085,EA,Russia,Artiodactyla,Bovidae,Ovis,nivicola,,Snow Sheep,4.954,90000,135,valid,extant,LC,2008,Graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2086,EA,Uzbekistan_ Tadzhikistan_ Iran to Afghanistan_ Pakistan_ NW India,Artiodactyla,Bovidae,Ovis,vignei,Ovis orientalis, ,4.778,60000,56,,extant,VU,2008,Graze,same as congeners,terr,Species  me change. Listing all species in the genus: ammon or aries or ca densis or dalli or nivicola,supspecies; overarching species is Ovis aries,MSW3,DELETE,,,,,,,,,,,,,,,,,,,
2091,EA,,Artiodactyla,Bovidae,Pantholops,hodgsonii,,"Chiru, Tibetan Antelope",4.439,27500,68,valid,extant,EN,2008,Browse/graze,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2159,EA,Mongolia,Artiodactyla,Bovidae,Procapra,gutturosa,,"Mongolian Gazelle, Dzeren",4.443,27750,95,valid,extant,LC,2008,Graze/browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2160,EA,China_ Indian himalayas,Artiodactyla,Bovidae,Procapra,picticaudata,,"Tibetan Gazelle, Goa",4.301,20000,136,valid,extant,NT,2008,Graze/browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2161,EA,NC China,Artiodactyla,Bovidae,Procapra,przewalskii,,Przewalski's Gazelle,4.439,27500,141,valid,extant,EN,2008,Graze/browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2166,EA,,Artiodactyla,Bovidae,Pseudois,nayaur,,"Blue Sheep, Bharal",4.653,45000,68,valid,extant,LC,2014,Graze,http://www.animalinfo.org/species/artiperi/pseuscha.htmNo.Diet,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2167,EA,Chi ,Artiodactyla,Bovidae,Pseudois,schaeferi, Pseudois nayaur ssp. Schaeferi,"  Dwarf Blue Sheep, Dwarf Bharal",4.466,29250,80,,extant,EN,2014,Graze,http://www.animalinfo.org/species/artiperi/pseuscha.htmNo.Diet,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2246,EA,Spain_ Italy,Artiodactyla,Bovidae,Rupicapra,pyrenaica,,"Pyrenean Chamois, Abruzzo Chamois, Southern Chamois, Apennine Chamois",4.477,30000,141,valid,extant,LC,2008,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2247,EA,,Artiodactyla,Bovidae,Rupicapra,rupicapra,,"Northern Chamois, Alpine Chamois, Chamois, Balkan Chamois",4.417,26100,68,valid,extant,LC,2008,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2249,EA,,Artiodactyla,Bovidae,Saiga,tatarica,,"Mongolian Saiga, Saiga Antelope, Saiga",4.462,29000,68,valid,extant,CR,2008,graze,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2442,EA,Europe & Asia,Artiodactyla,Bovidae,Spirocerus,kiakhtensis,,Spiral-horned antelope,5.898,790678.628,165,valid,extinct,EX,,Graze,paleodb.org,terr,,Good taxonomy,Kalmykov et al. 2014,,,,,,,,,,,,,,,,,,,,
2385,EA,,Artiodactyla,Bovidae,Tetracerus,quadricornis,,"Four-horned Antelope, Chousingha",4.279,19000,68,valid,extant,VU,2008,Graze,adw,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1495,EA,,Artiodactyla,Camelidae,Camelus,bactrianus, Camelus ferus," Bactrian Camel, Wild Bactrian Camel, Two-humped Camel",5.839,690000,-999,,extant,CR,2008,Graze/browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1496,EA,,Artiodactyla,Camelidae,Camelus,dromedarius,,Arabian camel,5.604,402000,75,valid,extant,LC,,Graze/browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2436,EA,asia,Artiodactyla,Camelidae,Camelus,knoblochi,,,5.74,549540.874,165,valid,extinct,EX,,Graze/browse,same as congeners,terr,,Good taxonomy,Titov 2008,,,,,,,,,,,,,,,,,,,,
1392,EA,,Artiodactyla,Cervidae,Alces,alces,Cervus alces,"Moose, Elk, Eurasian Moose, European Elk, Eurasian Elk, Siberian Elk",5.55,355000,111,valid,extant,LC,2016,Browse,same as NA,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1450,EA,,Artiodactyla,Cervidae,Axis,axis,Cervus axis,"Chital, Indian Spotted Deer, Axis Deer, Spotted Deer",4.845,70000,75,valid,extant,LC,2015,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1451,EA,,Artiodactyla,Cervidae,Axis,porcinus,,"Hog Deer, Thai Hog Deer, Indochina Hog Deer, Indochinese Hog Deer, Indian Hog Deer",4.544,35000,59_ 117,valid,extant,EN,2015,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1509,EA,,Artiodactyla,Cervidae,Capreolus,capreolus,Cervus capreolus,"European Roe Deer, Western Roe Deer, Roe Deer, European Roe",4.352,22500,68,valid,extant,LC,2016,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1510,EA,,Artiodactyla,Cervidae,Capreolus,pygargus,Capreolus bedfordi  |Capreolus capreolus subspecies ochracea|Capreolus melanotis  |Capreolus pygargus variety caucasica|Capreolus pygargus variety ferganicus|Capreolus tianschanicus  |Cervus pygargus  ,"Siberian Roe Deer, Eastern Roe Deer, Siberian Roe",4.641,43752.211,165,valid,extant,LC,2016,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4640,EA,,Artiodactyla,Cervidae,Cervalces,latifrons, ,broad-fronted moose; stag moose,5.929,850000,1_ 58,,extinct,EX, ,browse,t2,terr,Genus level change. Taxonomy possibilities are: DIPROTODONTIA Vombatidae Lasiorhinus latifrons,"Genus change, now Cervalces",Breda et al. 2005 PPP,I think Cervalces latifrons is correct,,,,,,,,,,,,,,,,,,,
1518,EA,,Artiodactyla,Cervidae,Cervus,elaphus,,"Red Deer, Bactrian Wapiti, Bokharan Deer, Bukhara Red Deer, Elk, Bactrian Deer, Wapiti, Bactrian Red Deer",5.222,166562.5,111_ 114,valid,extant,LC,2008,Browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1520,EA,,Artiodactyla,Cervidae,Cervus,nippon,,"Sika Deer, Sika, Shansi Sika, Japanese Sika Deer",4.724,53000,68,valid,extant,LC,2015,Browse,same as congeners,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1579,EA,,Artiodactyla,Cervidae,Dama,dama,,"Fallow Deer, Mesopotamian Fallow Deer, Persian Fallow Deer, FALLOW DEER",4.75,56250,111,update,extant,LC,2008,Browse,t5,terr,Unchanged taxonomy.,,,CHECK MASS; add in mass from Dama mesopotamica,,,,,,,,,,,,,,,,,,,
1580,EA,,Artiodactyla,Cervidae,Dama,mesopotamica,Dama dama subspecies mesopotamica,"Persian Fallow Deer, Mesopotamian Fallow Deer",4.86,72500,http://www.ultimateungulate.com/Artiodactyla/Dama_mesopotamica.html,,extant,EN,2015,Browse,t5,terr,Species name change. ,Fallow Deer merger of 2 subspecies including [Dama dama mesopotamica],MSW3,,,,,,,,,,,,,,,,,,,,
1601,EA,,Artiodactyla,Cervidae,Elaphodus,cephalophus,,Tufted Deer,4.525,33500,68,valid,extant,NT,2015,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1602,EA,,Artiodactyla,Cervidae,Elaphurus,davidianus,,"Pre David's Deer, Pere David's Deer",5.173,149000,68,valid,extant,EW,2008,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1733,EA,,Artiodactyla,Cervidae,Hydropotes,inermis,Hydropotes affinis  |Hydropotes argyropus  |Hydropotes kreyenbergi  ,Water Deer,4.146,14000,68,valid,extant,VU,2015,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2440,EA,europe,Artiodactyla,Cervidae,Megaloceros,giganteus,,Irish elk,5.845,699841.996,Stuart_ 1999_ 165,valid,extinct,EX,,Browse,wp,terr,,Taxonomy not changed,"PBDB; I. Agnarsson and L. J. May-Collado. 2008. The phylogeny of Cetartiodactyla: The importance of dense taxon sampling, missing data, and the remarkable promise of cytochrome b to provide reliable species-level phylogenies. Molecular Phylogenetics and Evolution48:964-985;  Stuart and Lister 2012",,,,,,,,,,,,,,,,,,,,
1926,EA,E china,Artiodactyla,Cervidae,Muntiacus,crinifrons,Cervulus crinifrons  ,"Black Muntjac, Hairy-fronted Muntjac",4.558,36140.986,165,valid,extant,VU,2016,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1927,EA,Thailand_ peninsular Burma_ China,Artiodactyla,Cervidae,Muntiacus,feae,Cervulus feae  |Muntiacus feai  ,Fea's Muntjac,4.342,22000,144_ 146,valid,extant,DD,2016,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1928,EA,Burma_ Tibet_ China,Artiodactyla,Cervidae,Muntiacus,gongshanensis,,Gongshan Muntjac,4.299,19906.733,165,valid,extant,DD,2016,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1929,EA,,Artiodactyla,Cervidae,Muntiacus,muntjak,Cervus moschatus  |Cervus muntjak  |Cervus pleiharicus  |Muntiacus bancanus  |Muntiacus rubidus  ,"Southern Red Muntjac, Red Muntjac, Indian Muntjac, Bornean Red Muntjac, Barking Deer, Sundaland Red Muntjac",4.146,14000,68,valid,extant,LC,2016,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1930,EA,China,Artiodactyla,Cervidae,Muntiacus,reevesi,Cervulus bridgemani|Cervulus micrurus|Cervulus reevesi subspecies pingshiangicus|Cervulus sclateri|Cervulus sinensis|Cervus lachrymans|Cervus reevesi|Muntiacus lachrymans subspecies teesdalei,"Reeves' Muntjac, Reeve's Muntjac, Formosan Reeves' Muntjac, Chinese Muntjak, Reeves's Muntjac",4.13,13500,134,valid,extant,LC,2008,Browse,wp,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1516,EA,,Artiodactyla,Cervidae,Przewalskium,albirostris, Cervus albirostris," White-lipped Deer, Thorold's Deer",5.097,125000,68,,extant,VU,2015,Browse,same as congeners,terr,"Genus level change. Taxonomy possibilities are: ARTIODACTYLA Cervidae Przewalskium albirostris, CETACEA Delphinidae Lagenorhynchus albirostris",genus split; Cervus albirostris is now Przewalskium albirostris,IUCN redlist,,,,,,,,,,,,,,,,,,,,
1517,EA,,Artiodactyla,Cervidae,Rucervus,duvaucelii,Cervus duvaucelii  ,"Barasingha, Swamp Deer",5.155,143000,68,valid,extant,VU,2015,Browse,same as congeners,terr,Genus level change. ,genus split; Cervus duvauvelii si now Rucervus duvaucelii,IUCN redlist,,,,,,,,,,,,,,,,,,,,
1519,EA,,Artiodactyla,Cervidae,Rucervus,eldii,Cervus eldii  |Panolia eldii,"Eld's Deer, Thamin, Brow-antlered Deer",4.863,73000,68,valid,extant,EN,2015,Browse,same as congeners,terr,Genus level change. ,genus split; Cervus eldii is now Rucervus eldii,IUCN redlist,,,,,,,,,,,,,,,,,,,,
2446,EA,Thailand,Artiodactyla,Cervidae,Rucervus,schomburgki,Cervus schomburgki  ,Schomburgk's Deer,5.041,110000,http://www.ultimateungulate.com/Artiodactyla/Cervus_schomburgki.html,valid,historical,EX,2015,Browse,same as congeners,terr,,genus split; Cervus schomburgki is now Rucervus schomburgki,IUCN redlist,,,,,,,,,,,,,,,,,,,,
1521,EA,,Artiodactyla,Cervidae,Rusa,unicolor,Cervus unicolor  ,"Sambar, Indian Sambar, Sambar Deer",5.326,211620,59_ 118_ 133,valid,extant,VU,2015,same as congeners,terr,,Genus level change. ,"genus name change (synonym): was Cervus, now Rusa",IUCN,,,,,,,,,,,,,,,,,,,,
,EA,,Artiodactyla,Cervidae,Sinomegaceros,yabei,,giant deer,5.698970004,500000,deer of the world,,extinct,EX,,,,,,New to MOM,"Stuart and Lister 2012; as Megaloceros, a large-sized megacerine deer",,,,,,,,,,,,,,,,,,,,
,EA,,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,,,6.152,1417489.988,,update,extinct,EX,,graze,t1,terr,NEW TO MOM,,Stuart and Lister 2012,,,,,,,,,,,,,,,,,,,,
1922,EA,S&C China_ Tibet_ N Vietnam,Artiodactyla,Moschidae,Moschus,berezovskii,,"Forest Musk Deer, Chinese Forest Musk Deer, Dwarf Musk Deer, South China Forest Musk Deer",3.954,9000,172,valid,extant,EN,2015,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1923,EA,Himalayas of N. Afghanistan_ N Pakistan_ N India & Nepal_ C tibet to C China,Artiodactyla,Moschidae,Moschus,chrysogaster,Moschus sifanicus  ,"Alpine Musk Deer, Himalayan Musk Deer",4.161,14500,147,valid,extant,EN,2016,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1924,EA,China_ Tibet_ Burma_ India_ Bhutan_ Nepal,Artiodactyla,Moschidae,Moschus,fuscus,,"Black Musk Deer, Dusky Musk Deer",1.097,12.5,http://animaldiversity.ummz.umich.edu/site/accounts/information/Moschus_fuscus.html,valid,extant,EN,2015,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1925,EA,,Artiodactyla,Moschidae,Moschus,moschiferus,Moschus sibiricus  ,Siberian Musk Deer,4.114,13000,68,valid,extant,VU,2015,Browse,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2357,EA,Peninsular Malaysia,Artiodactyla,Suidae,Sus,barbatus,,"Bearded Pig, Western Bearded Pig",4.985,96666.667,118_ 119,valid,extant,VU,2008,Browse/frug,t5,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
